Site,Treatment,N Rows,totalB,richB,div_hB,Treat2,abundS,richS,div_hS,richP,abundP,div_hP,plantnum,bird.rich.percap,Acnistus_arborescens,Capsicum_baccatum,Casearia_sylvestris,Trema_micrantha,total.pulp.mass.avg.,Grass,phylo_rank,spp_rich_treat,total.visits_selected,rich_selected,div_H_selected,PD
07ZM,CapBac&CasDec,120,21,7,1.9135484278,Hetero.diff,240,9,0.949107368,5,16,1.3686896376,12,0.5833333333,,551.53846154,,,77.105076923,5,3,2,21,7,1.9135484278,0.270719892
07ZM,CapBac&CasSyl,120,42,11,2.1727306367,Hetero.diff,701,13,1.3118138594,4,5,1.3321790402,12,0.9166666667,,290.38461538,160,,43.571769231,5,3,2,40,10,2.0803508825,0.267733558
07ZM,CapBac&CelIgu,120,6,3,1.0114042647,Hetero.diff,224,11,1.8004630044,0,0,0,12,0.25,,205.76923077,,,28.766538462,35,3,2,6,3,1.0114042647,0.265064061
07ZM,CapBac&TreMic,120,29,10,2.2230221013,Hetero.diff,357,21,1.8939164218,8,9,2.0431918705,12,0.8333333333,,139.16666667,,401.25,28.0155,10,3,2,29,10,2.2230221013,0.2643121
07ZM,CasDec,60,0,0,0,Intra,73,4,0.8918338933,3,3,1.0986122887,24,0,,,,,0,10,1,1,0,0,0,0
07ZM,CasDec&CasSyl,30,6,5,1.560710409,Hetero.same,108,6,0.9420260124,0,0,0,12,0.4166666667,,,587.5,,10.9275,10,2,2,4,3,1.0397207708,0.141899453
07ZM,CasDec&CelIgu,120,1,1,0,Hetero.diff,0,0,0,3,3,1.0986122887,12,0.0833333333,,,,,0,5,3,2,0,0,0,0.244484426
07ZM,CasDec&TreMic,120,18,9,2.0291545628,Hetero.diff,119,16,1.7983826511,5,8,1.5595811563,12,0.75,,,,406,8.6613333333,5,3,2,12,6,1.5832584594,0.243732464
07ZM,CasSyl,60,3,3,1.0986122887,Intra,102,2,0.0965089607,3,4,1.0397207708,24,0.125,,,400,,7.44,15,1,1,3,3,1.0986122887,0
07ZM,CasSyl&CelIgu,120,5,4,1.3321790402,Hetero.diff,23,2,0.1788449127,3,3,1.0986122887,12,0.3333333333,,,,,0,15,3,2,3,2,0.6365141683,0.241498092
07ZM,CasSyl&TreMic,120,17,6,1.5335908003,Hetero.diff,231,16,1.8550917112,10,20,2.0423161244,12,0.5,,,265,536,16.363666667,10,3,2,8,4,1.0735428464,0.24074613
07ZM,CelIgu,60,10,6,1.6094379124,Intra,314,5,1.1661180663,0,0,0,24,0.25,,,,,0,5,1,1,10,6,1.6094379124,0
07ZM,CelIgu&TreMic,30,16,10,2.1660849392,Hetero.same,155,13,1.3892834558,1,1,0,12,0.8333333333,,,,392.72727273,8.3781818182,2,2,2,14,9,2.0449311748,0.166769626
07ZM,TreMic,60,28,15,2.5310123203,Intra,105,13,1.546132115,11,14,2.3046193848,24,0.625,,,,522,11.136,1,1,1,24,12,2.3010918738,0
08NEI,AcnArb,60,24,12,2.2680158427,Intra,258,14,1.4967775498,3,5,1.054920168,24,0.5,316.25,,,,96.719791667,35,1,1,22,10,2.0982737395,0
08NEI,AcnArb&CapBac,30,5,5,1.6094379124,Hetero.same,474,10,1.4928068895,0,0,0,12,0.4166666667,160,291.66666667,,,89.708333333,35,2,2,5,5,1.6094379124,0.143088167
08NEI,AcnArb&CasDec,120,7,3,1.0789922079,Hetero.diff,465,9,1.1128207773,2,2,0.6931471806,12,0.25,200,,,,61.166666667,60,3,2,7,3,1.0789922079,0.260444172
08NEI,AcnArb&CasSyl,120,2,2,0.6931471806,Hetero.diff,1068,14,1.5391907881,5,6,1.560710409,12,0.1666666667,141.66666667,,30,,43.884388889,40,3,2,1,1,0,0.257457838
08NEI,AcnArb&CelIgu,120,5,3,0.9502705392,Hetero.diff,571,8,1.4743659609,4,4,1.3862943611,12,0.25,195,,,,59.6375,40,3,2,4,2,0.5623351446,0.254788341
08NEI,AcnArb&TreMic,120,23,10,1.951592427,Hetero.diff,453,15,1.2420141243,10,13,2.2047854169,12,0.8333333333,50,,,483.33333333,25.602777778,8,3,2,19,8,1.6847598066,0.25403638
08NEI,All,10,34,11,2.0984956803,Hetero.All,1054,17,1.4505430337,4,34,1.0399680864,4,2.75,25,101.42857143,,296.36363636,28.147971861,10,6,6,26,10,2.0307168314,0.431177611
08NEI,CapBac,60,4,4,1.3862943611,Intra,794,16,1.6340774804,5,5,1.6094379124,24,0.1666666667,,315.83333333,,,44.1535,50,1,1,4,4,1.3862943611,0
08NEI,CapBac&CasDec,120,8,4,1.213007566,Hetero.diff,159,9,1.6024868318,0,0,0,12,0.3333333333,,257.7,,,36.02646,65,3,2,7,3,0.9556998911,0.270719892
08NEI,CapBac&CasSyl,120,7,4,1.3517839943,Hetero.diff,370,10,1.4797428341,1,1,0,12,0.3333333333,,293.75,326.66666667,,47.14225,30,3,2,5,3,1.054920168,0.267733558
08NEI,CapBac&CelIgu,120,6,6,1.7917594692,Hetero.diff,88,13,1.6563827051,1,1,0,12,0.5,,351.25,,,49.10475,40,3,2,6,6,1.7917594692,0.265064061
08NEI,CapBac&TreMic,120,22,9,2.074489733,Hetero.diff,363,19,1.9214426079,6,14,1.5367224694,12,0.75,,132.72727273,,425.29411765,27.628213904,30,3,2,18,7,1.8310204811,0.2643121
08NEI,CasDec,60,3,3,1.0986122887,Intra,365,13,1.6725926871,0,0,0,24,0.125,,,,,0,20,1,1,2,2,0.6931471806,0
08NEI,CasDec&CasSyl,30,6,4,1.2424533249,Hetero.same,240,9,0.9519594525,0,0,0,12,0.3333333333,,,80,,1.488,50,2,2,6,4,1.2424533249,0.141899453
08NEI,CasDec&CelIgu,120,3,3,1.0986122887,Hetero.diff,0,0,0,3,4,1.0397207708,12,0.25,,,,,0,40,3,2,3,3,1.0986122887,0.244484426
08NEI,CasDec&TreMic,120,14,8,1.9085352816,Hetero.diff,204,15,1.8994131687,3,3,1.0986122887,12,0.6666666667,,,,313.84615385,6.6953846154,10,3,2,9,5,1.4270610434,0.243732464
08NEI,CasSyl,60,2,2,0.6931471806,Intra,360,10,1.2560009656,0,0,0,24,0.0833333333,,,60,,1.116,80,1,1,1,1,0,0
08NEI,CasSyl&CelIgu,120,10,7,1.8866967847,Hetero.diff,402,10,1.3754171003,0,0,0,12,0.5833333333,,,70,,1.302,50,3,2,8,6,1.7328679514,0.241498092
08NEI,CasSyl&TreMic,120,14,7,1.8468891233,Hetero.diff,640,15,1.5818863371,1,1,0,12,0.5833333333,,,100,478.75,12.073333333,20,3,2,14,7,1.8468891233,0.24074613
08NEI,CelIgu,60,8,4,1.3208883431,Intra,239,14,1.7082887557,9,17,1.9254081651,24,0.1666666667,,,,,0,10,1,1,8,4,1.3208883431,0
08NEI,CelIgu&TreMic,30,22,9,1.984545916,Hetero.same,310,19,1.8738084265,3,5,0.9502705392,12,0.75,,,,355.29411765,7.5796078431,10,2,2,20,8,1.8479008005,0.166769626
08NEI,TreMic,60,45,15,2.3664573608,Intra,241,11,1.3232218786,1,2,0,24,0.625,,,,524.28571429,11.184761905,20,1,1,27,11,2.146473049,0
09DITO,AcnArb,60,27,12,2.2171968455,Intra,60,4,0.9784500218,6,10,1.6094379124,24,0.5,340,,,,103.98333333,10,1,1,21,9,1.880658184,0
09DITO,AcnArb&CapBac,30,24,13,2.3039761017,Hetero.same,35,10,2.0108145189,5,8,1.5595811563,12,1.0833333333,214.66666667,409.28571429,,,122.87036508,50,2,2,20,9,1.9468389992,0.143088167
09DITO,AcnArb&CasDec,120,16,8,1.9600951351,Hetero.diff,89,7,1.3763517833,9,24,1.9097057701,12,0.6666666667,300,,,,91.75,10,3,2,10,4,1.2798542258,0.260444172
09DITO,AcnArb&CasSyl,120,19,7,1.6035681032,Hetero.diff,25,4,0.7938169516,4,5,1.3321790402,12,0.5833333333,148.57142857,,,,45.438095238,30,3,2,13,4,1.0317671114,0.257457838
09DITO,AcnArb&CelIgu,120,8,6,1.7328679514,Hetero.diff,225,11,1.5005475606,11,27,2.0987667951,12,0.5,343.33333333,,,,105.00277778,10,3,2,7,5,1.5498260459,0.254788341
09DITO,AcnArb&TreMic,120,14,8,1.9459101491,Hetero.diff,34,5,0.6134818943,4,10,1.0888999753,12,0.6666666667,90,,,118.57142857,30.05452381,55,3,2,10,6,1.6094379124,0.25403638
09DITO,All,10,17,8,1.9869667702,Hetero.All,137,6,1.1650174678,5,8,1.4941751383,4,2,135,204.64285714,200,204.28571429,77.974666667,60,6,6,14,6,1.7104932301,0.431177611
09DITO,CapBac,60,28,12,2.3288906758,Intra,533,12,1.4130757986,7,13,1.5171515849,24,0.5,,1483.5714286,,,207.40328571,5,1,1,25,11,2.226997805,0
09DITO,CapBac&CasDec,120,18,10,2.1972245773,Hetero.diff,24,5,1.1531071174,0,0,0,12,0.8333333333,,427.16666667,,,59.7179,70,3,2,16,9,2.0794415417,0.270719892
09DITO,CapBac&CasSyl,120,16,11,2.3066687254,Hetero.diff,49,7,1.669408629,8,15,1.9913464134,12,0.9166666667,,284.61538462,123.33333333,,42.083230769,50,3,2,16,11,2.3066687254,0.267733558
09DITO,CapBac&CelIgu,120,5,3,1.054920168,Hetero.diff,39,6,1.1087297459,4,10,1.0888999753,12,0.25,,563.21428571,,,78.737357143,60,3,2,3,2,0.6365141683,0.265064061
09DITO,CapBac&TreMic,120,20,7,1.7921149127,Hetero.diff,55,11,1.7244250797,5,8,1.4941751383,12,0.5833333333,,189.58333333,,355.71428571,34.092321429,15,3,2,20,7,1.7921149127,0.2643121
09DITO,CasDec,60,2,1,0,Intra,0,0,0,4,8,1.3208883431,24,0.0416666667,,,,,0,95,1,1,0,0,0,0
09DITO,CasDec&CasSyl,30,11,5,1.5157079521,Hetero.same,18,3,0.9009088732,2,3,0.6365141683,12,0.4166666667,,,250,,4.65,85,2,2,3,2,0.6365141683,0.141899453
09DITO,CasDec&CelIgu,120,15,8,1.7716239557,Hetero.diff,0,0,0,1,6,0,12,0.6666666667,,,,,0,90,3,2,6,4,1.2424533249,0.244484426
09DITO,CasDec&TreMic,120,10,8,2.0253262208,Hetero.diff,137,4,0.4300556547,2,7,0.4101163183,12,0.6666666667,,,,255,5.44,60,3,2,5,4,1.3321790402,0.243732464
09DITO,CasSyl,60,13,6,1.4844575358,Intra,16,5,1.2996509635,5,5,1.6094379124,24,0.25,,,,,0,40,1,1,5,3,0.9502705392,0
09DITO,CasSyl&CelIgu,120,5,4,1.3321790402,Hetero.diff,22,1,0,4,5,1.3321790402,12,0.3333333333,,,80,,1.488,20,3,2,4,3,1.0397207708,0.241498092
09DITO,CasSyl&TreMic,120,20,7,1.7489626018,Hetero.diff,44,4,1.2639119753,9,26,1.853912729,12,0.5833333333,,,100,1107.6923077,25.490769231,35,3,2,10,4,1.1682824502,0.24074613
09DITO,CelIgu,60,4,3,1.0397207708,Intra,26,2,0.271189373,1,6,0,24,0.125,,,,,0,40,1,1,3,2,0.6365141683,0
09DITO,CelIgu&TreMic,30,19,9,2.086768755,Hetero.same,66,8,1.1011185078,6,19,1.5663734603,12,0.75,,,,499.44444444,10.654814815,5,2,2,12,6,1.6326309272,0.166769626
09DITO,TreMic,60,33,13,2.4351663745,Intra,284,10,1.1507894592,10,27,1.9924403422,24,0.5416666667,,,,997.22222222,21.274074074,5,1,1,27,10,2.1720543497,0
10JG,AcnArb,60,9,6,1.6769877743,Intra,76,5,0.674079503,3,3,1.0986122887,24,0.25,1438,,,,439.78833333,10,1,1,9,6,1.6769877743,0
10JG,AcnArb&CapBac,30,19,8,1.9133036568,Hetero.same,5,3,0.9502705392,2,2,0.6931471806,12,0.6666666667,101.75,701.07142857,,,129.12832738,25,2,2,19,8,1.9133036568,0.143088167
10JG,AcnArb&CasDec,120,3,2,0.6365141683,Hetero.diff,38,5,0.7789652339,2,8,0.5623351446,12,0.1666666667,153.33333333,,,,46.894444444,10,3,2,3,2,0.6365141683,0.260444172
10JG,AcnArb&CasSyl,120,36,16,2.5701918552,Hetero.diff,150,11,1.1304377329,5,12,1.2342678661,12,1.3333333333,1216.1428571,,55,,372.96002381,50,3,2,29,12,2.2527823157,0.257457838
10JG,AcnArb&CelIgu,120,2,2,0.6931471806,Hetero.diff,60,5,0.6073025403,1,1,0,12,0.1666666667,104,,,,31.806666667,35,3,2,1,1,0,0.254788341
10JG,AcnArb&TreMic,120,30,9,1.9183058107,Hetero.diff,61,8,1.2338193463,2,7,0.4101163183,12,0.75,100,,,564.61538462,42.628461538,30,3,2,29,8,1.8332700669,0.25403638
10JG,All,10,30,11,2.1238608472,Hetero.All,241,22,1.995422752,9,30,1.9357474155,4,2.75,268.33333333,213.33333333,60,727.27272727,128.52042929,20,6,6,27,9,1.9279182855,0.431177611
10JG,CapBac,60,12,9,2.0947290475,Intra,3,3,1.0986122887,3,5,0.9502705392,24,0.375,,940.71428571,,,131.51185714,90,1,1,10,7,1.8343719703,0
10JG,CapBac&CasDec,120,6,3,1.0114042647,Hetero.diff,9,1,0,2,3,0.6365141683,12,0.25,,212,,,29.6376,80,3,2,6,3,1.0114042647,0.270719892
10JG,CapBac&CasSyl,120,27,12,2.3015799793,Hetero.diff,211,11,1.5865443005,5,13,1.377819508,12,1,,1000,60,,140.916,20,3,2,27,12,2.3015799793,0.267733558
10JG,CapBac&CelIgu,120,12,8,1.9792045174,Hetero.diff,428,11,1.5204833432,8,16,2.0140355237,12,0.6666666667,,719.5,,,100.5861,10,3,2,11,7,1.8462202193,0.265064061
10JG,CapBac&TreMic,120,48,16,2.5111767912,Hetero.diff,61,10,1.7112109799,4,10,0.9404479887,12,1.3333333333,,265.5,,795.83333333,54.094677778,60,3,2,39,12,2.1808323488,0.2643121
10JG,CasDec,60,7,6,1.7478680975,Intra,53,10,1.8942403233,4,5,1.3321790402,24,0.25,,,,,0,40,1,1,6,5,1.560710409,0
10JG,CasDec&CasSyl,30,2,2,0.6931471806,Hetero.same,145,8,1.5776657344,3,3,1.0986122887,12,0.1666666667,,,80,,1.488,60,2,2,1,1,0,0.141899453
10JG,CasDec&CelIgu,120,6,5,1.560710409,Hetero.diff,0,0,0,4,5,1.3321790402,12,0.4166666667,,,,,0,60,3,2,5,4,1.3321790402,0.244484426
10JG,CasDec&TreMic,120,17,9,1.9561874677,Hetero.diff,176,18,1.5568162704,5,10,1.2275294115,12,0.75,,,,862.22222222,18.394074074,25,3,2,12,5,1.357977855,0.243732464
10JG,CasSyl,60,3,3,1.0986122887,Intra,111,7,1.5256455941,2,4,0.5623351446,24,0.125,,,142.5,,2.6505,30,1,1,2,2,0.6931471806,0
10JG,CasSyl&CelIgu,120,5,4,1.3321790402,Hetero.diff,40,4,1.1380426474,2,2,0.6931471806,12,0.3333333333,,,180,,3.348,30,3,2,2,2,0.6931471806,0.241498092
10JG,CasSyl&TreMic,120,27,10,1.9202270112,Hetero.diff,403,19,1.7547127054,10,20,2.0161537173,12,0.8333333333,,,,547.69230769,11.684102564,5,3,2,25,8,1.7332171817,0.24074613
10JG,CelIgu,60,9,6,1.5810937502,Intra,248,4,1.0100638385,3,3,1.0986122887,24,0.25,,,,,0,30,1,1,8,5,1.3862943611,0
10JG,CelIgu&TreMic,30,23,9,2.0801158528,Hetero.same,156,12,1.3423277363,3,13,0.9110175397,12,0.75,,,,746.92307692,15.934358974,10,2,2,22,8,1.9876923464,0.166769626
10JG,TreMic,60,27,12,2.1662636829,Intra,436,16,1.3679834527,3,4,1.0397207708,24,0.5,,,,424.66666667,9.0595555556,40,1,1,22,8,1.7677614723,0
