Site,Date,Weather,Temperature,Time,Treatment,Plant,Position,Plant_Species,Height(meters),0(percent herbivory),less10(percent herbivory),10to50(percent herbivory),>greater50(percent herbivory),100(percent herbivory),herb_leaves,total_leaves,Stress,Total_Herbivory,Herbivory_not_including_100,Herbiv.AT,Plot_Classification
2JM2,4-Jun,sunny,60,8:55,CelIguTreMic,4,Inside,CelIgu,0.4,2,2,4,3,0,9,11,No,0.331818182,0.331818182,0.331818182,Hetero.same
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,3,Outside,CelIgu,1.2,8,2,7,0,0,9,17,No,0.135294118,0.135294118,0.135294118,Hetero.diff
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,3,Outside,CelIgu,1.2,2,1,4,0,0,5,7,No,0.185714286,0.185714286,0.185714286,Hetero.diff
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,3,Outside,CelIgu,1.2,3,3,2,0,0,5,8,No,0.1125,0.1125,0.1125,Hetero.diff
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,4,Inside,CelIgu,1.1,9,0,0,0,0,0,9,No,0,0,0,Hetero.diff
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,4,Inside,CelIgu,1.1,5,1,2,0,0,3,8,No,0.0875,0.0875,0.0875,Hetero.diff
2JM2,4-Jun,sunny,60,11:56,CasDecCelIgu,4,Inside,CelIgu,1.1,9,2,4,0,0,6,15,No,0.093333333,0.093333333,0.093333333,Hetero.diff
2JM2,4-Jun,sunny,60,12:06,CelIgu,1,Outside,CelIgu,1.4,5,5,7,0,1,12,18,No,0.2,0.152941176,0.152941176,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,1,Outside,CelIgu,1.4,8,2,3,0,0,5,13,No,0.084615385,0.084615385,0.084615385,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,1,Outside,CelIgu,1.4,5,1,7,0,0,8,13,No,0.169230769,0.169230769,0.169230769,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,2,Inside,CelIgu,1.7,12,3,3,2,0,8,20,No,0.135,0.135,0.135,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,2,Inside,CelIgu,1.7,3,4,7,5,0,16,19,No,0.328947368,0.328947368,0.328947368,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,2,Inside,CelIgu,1.7,13,2,7,0,0,9,22,No,0.104545455,0.104545455,0.104545455,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,3,Inside,CelIgu,1.8,10,5,0,0,0,5,15,No,0.033333333,0.033333333,0.033333333,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,3,Inside,CelIgu,1.8,12,2,2,0,0,4,16,No,0.05,0.05,0.05,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,3,Inside,CelIgu,1.8,7,1,6,3,0,10,17,No,0.244117647,0.244117647,0.244117647,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,4,Inside,CelIgu,0.8,10,0,0,0,0,0,10,No,0,0,0,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,4,Inside,CelIgu,0.8,3,0,2,1,1,3,7,No,0.335714286,0.225,0.225,Intra
2JM2,4-Jun,sunny,60,12:06,CelIgu,4,Inside,CelIgu,0.8,5,1,3,0,0,4,9,No,0.111111111,0.111111111,0.111111111,Intra
3SS,5-Jun,sunny,60,10:16,All,5,Outside,CelIgu,0.5,1,4,4,1,4,9,14,No,0.453571429,0.235,0.235,Hetero.All
3SS,5-Jun,sunny,60,10:16,All,5,Outside,CelIgu,0.5,2,1,3,0,0,4,6,No,0.166666667,0.166666667,0.166666667,Hetero.All
3SS,5-Jun,sunny,60,10:16,All,5,Outside,CelIgu,0.5,4,0,3,0,0,3,7,No,0.128571429,0.128571429,0.128571429,Hetero.All
3SS,5-Jun,sunny,60,10:16,All,10,Outside,CelIgu,0.5,2,2,3,0,10,5,17,No,0.652941176,0.157142857,0.157142857,Hetero.All
3SS,5-Jun,sunny,60,10:16,All,10,Outside,CelIgu,0.5,0,0,0,0,0,0,0,No,0,0,0,Hetero.All
3SS,5-Jun,sunny,60,10:16,All,10,Outside,CelIgu,0.5,0,0,0,0,0,0,0,No,0,0,0,Hetero.All
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,1,Outside,CelIgu,0.9,3,5,4,1,1,10,14,No,0.246428571,0.188461538,0.188461538,Hetero.diff
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,1,Outside,CelIgu,0.9,0,3,6,0,2,9,11,No,0.372727273,0.233333333,0.233333333,Hetero.diff
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,1,Outside,CelIgu,0.9,5,3,1,0,3,4,12,No,0.3,0.066666667,0.066666667,Hetero.diff
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,2,Inside,CelIgu,1.5,5,1,1,0,0,2,7,No,0.057142857,0.057142857,0.057142857,Hetero.diff
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,2,Inside,CelIgu,1.5,4,5,2,0,3,7,14,No,0.292857143,0.1,0.1,Hetero.diff
2JM2,6-Jun,cloudy,57,8:53,AcnArbCelIgu,2,Inside,CelIgu,1.5,2,4,6,2,1,12,15,No,0.313333333,0.264285714,0.264285714,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,1,Outside,CelIgu,0.7,4,1,1,0,0,2,6,No,0.066666667,0.066666667,0.066666667,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,1,Outside,CelIgu,0.7,3,0,4,1,2,5,10,No,0.395,0.24375,0.24375,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,1,Outside,CelIgu,0.7,3,2,1,0,1,3,7,No,0.214285714,0.083333333,0.083333333,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,2,Inside,CelIgu,1.6,0,3,4,2,2,9,11,No,0.454545455,0.333333333,0.333333333,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,2,Inside,CelIgu,1.6,0,6,9,1,3,16,19,No,0.371052632,0.253125,0.253125,Hetero.diff
2JM2,6-Jun,cloudy,57,9:45,CapBacCelIgu,2,Inside,CelIgu,1.6,0,1,2,4,3,7,10,No,0.67,0.528571429,0.528571429,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,3,Outside,CelIgu,0.8,2,2,0,0,4,2,8,No,0.525,0.05,0.05,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,3,Outside,CelIgu,0.8,4,1,2,0,5,3,12,No,0.475,0.1,0.1,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,3,Outside,CelIgu,0.8,2,5,4,0,3,9,14,No,0.335714286,0.154545455,0.154545455,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,4,Inside,CelIgu,0.8,8,2,5,0,0,7,15,No,0.113333333,0.113333333,0.113333333,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,4,Inside,CelIgu,0.8,5,1,3,0,0,4,9,No,0.111111111,0.111111111,0.111111111,Hetero.diff
2JM2,6-Jun,cloudy,57,10:02,CasSylCelIgu,4,Inside,CelIgu,0.8,6,1,2,0,0,3,9,No,0.077777778,0.077777778,0.077777778,Hetero.diff
2JM2,6-Jun,cloudy,63,10:26,All,3,Outside,CelIgu,1.3,14,5,2,0,0,7,21,No,0.052380952,0.052380952,0.052380952,Hetero.All
2JM2,6-Jun,cloudy,63,10:26,All,3,Outside,CelIgu,1.3,5,0,0,1,0,1,6,No,0.125,0.125,0.125,Hetero.All
2JM2,6-Jun,cloudy,63,10:26,All,3,Outside,CelIgu,1.3,4,5,0,0,0,5,9,No,0.055555556,0.055555556,0.055555556,Hetero.All
2JM2,6-Jun,cloudy,63,10:26,All,6,Outside,CelIgu,1.3,5,1,9,1,0,11,16,No,0.221875,0.221875,0.221875,Hetero.All
2JM2,6-Jun,cloudy,63,10:26,All,6,Outside,CelIgu,1.3,1,1,5,6,1,12,14,No,0.507142857,0.469230769,0.469230769,Hetero.All
2JM2,6-Jun,cloudy,63,10:26,All,6,Outside,CelIgu,1.3,6,1,6,1,0,8,14,No,0.189285714,0.189285714,0.189285714,Hetero.All
9DITO,7-Jun,cloudy,60,9:12,CelIgu,1,Outside,CelIgu,0.8,0,5,5,0,9,10,19,No,0.578947368,0.2,0.2,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,1,Outside,CelIgu,0.8,0,5,3,0,1,8,9,No,0.266666667,0.175,0.175,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,1,Outside,CelIgu,0.8,1,1,2,1,7,4,12,No,0.704166667,0.29,0.29,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,2,Inside,CelIgu,0.8,2,5,0,0,0,5,7,No,0.071428571,0.071428571,0.071428571,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,2,Inside,CelIgu,0.8,5,2,3,0,0,5,10,No,0.11,0.11,0.11,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,2,Inside,CelIgu,0.8,5,2,1,0,0,3,8,No,0.0625,0.0625,0.0625,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,3,Inside,CelIgu,0.8,0,1,6,0,9,7,16,No,0.68125,0.271428571,0.271428571,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,3,Inside,CelIgu,0.8,1,4,6,1,1,11,13,No,0.303846154,0.245833333,0.245833333,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,3,Inside,CelIgu,0.8,2,3,3,0,0,6,8,No,0.15,0.15,0.15,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,4,Inside,CelIgu,0.8,1,4,4,0,3,8,12,No,0.383333333,0.177777778,0.177777778,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,4,Inside,CelIgu,0.8,1,3,5,2,2,10,13,No,0.407692308,0.3,0.3,Intra
9DITO,7-Jun,cloudy,60,9:12,CelIgu,4,Inside,CelIgu,0.8,1,0,6,1,0,7,8,No,0.31875,0.31875,0.31875,Intra
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,3,Outside,CelIgu,1.1,0,4,7,1,4,12,16,No,0.453125,0.270833333,0.270833333,Hetero.diff
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,3,Outside,CelIgu,1.1,0,5,5,0,4,10,14,No,0.428571429,0.2,0.2,Hetero.diff
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,3,Outside,CelIgu,1.1,3,3,3,0,2,6,11,No,0.290909091,0.133333333,0.133333333,Hetero.diff
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,4,Inside,CelIgu,0.8,5,0,4,0,0,4,9,No,0.133333333,0.133333333,0.133333333,Hetero.diff
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,4,Inside,CelIgu,0.8,1,2,4,0,0,6,7,No,0.2,0.2,0.2,Hetero.diff
9DITO,7-Jun,cloudy,60,9:38,CapBacCelIgu,4,Inside,CelIgu,0.8,4,2,6,0,0,8,12,No,0.166666667,0.166666667,0.166666667,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,3,Outside,CelIgu,0.6,2,1,1,0,8,2,12,No,0.7,0.1,0.1,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,3,Outside,CelIgu,0.6,13,0,2,0,2,2,17,No,0.152941176,0.04,0.04,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,3,Outside,CelIgu,0.6,11,3,4,0,0,7,18,No,0.083333333,0.083333333,0.083333333,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,4,Inside,CelIgu,0.6,1,5,7,1,6,13,20,No,0.4675,0.239285714,0.239285714,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,4,Inside,CelIgu,0.6,4,2,2,0,0,4,8,No,0.1,0.1,0.1,Hetero.diff
9DITO,7-Jun,sunny,66,10:58,CasDecCelIgu,4,Inside,CelIgu,0.6,5,2,2,0,0,4,9,No,0.088888889,0.088888889,0.088888889,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,1,Outside,CelIgu,1.2,5,3,6,5,2,14,21,No,0.373809524,0.307894737,0.307894737,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,1,Outside,CelIgu,1.2,3,4,6,4,5,14,22,No,0.463636364,0.305882353,0.305882353,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,1,Outside,CelIgu,1.2,5,1,0,0,0,1,6,No,0.016666667,0.016666667,0.016666667,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,2,Inside,CelIgu,1.5,3,4,1,3,0,8,11,No,0.268181818,0.268181818,0.268181818,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,2,Inside,CelIgu,1.5,0,8,4,1,9,13,22,No,0.534090909,0.211538462,0.211538462,Hetero.diff
8NEI,8-Jun,cloudy,62,8:43,CapBacCelIgu,2,Inside,CelIgu,1.5,0,5,3,0,2,8,10,No,0.34,0.175,0.175,Hetero.diff
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,3,Outside,CelIgu,1.5,2,10,4,1,7,15,24,No,0.414583333,0.173529412,0.173529412,Hetero.same
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,3,Outside,CelIgu,1.5,2,5,4,2,9,11,22,No,0.554545455,0.246153846,0.246153846,Hetero.same
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,3,Outside,CelIgu,1.5,1,4,0,0,3,4,8,No,0.425,0.08,0.08,Hetero.same
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,4,Inside,CelIgu,1.2,2,4,2,1,0,7,9,No,0.194444444,0.194444444,0.194444444,Hetero.same
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,4,Inside,CelIgu,1.2,1,3,4,2,1,9,11,No,0.363636364,0.3,0.3,Hetero.same
8NEI,8-Jun,cloudy,62,9:03,CelIguTreMic,4,Inside,CelIgu,1.2,1,1,6,2,1,9,11,No,0.4,0.34,0.34,Hetero.same
8NEI,8-Jun,cloudy,62,9:22,CelIgu,1,Outside,CelIgu,1.1,10,6,1,0,2,7,19,No,0.152631579,0.052941176,0.052941176,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,1,Outside,CelIgu,1.1,5,3,3,0,0,6,11,No,0.109090909,0.109090909,0.109090909,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,1,Outside,CelIgu,1.1,3,2,2,1,0,5,8,No,0.19375,0.19375,0.19375,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,2,Inside,CelIgu,1.5,8,6,11,1,0,18,26,No,0.178846154,0.178846154,0.178846154,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,2,Inside,CelIgu,1.5,11,6,1,0,0,7,18,No,0.05,0.05,0.05,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,2,Inside,CelIgu,1.5,8,6,4,1,0,11,19,No,0.134210526,0.134210526,0.134210526,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,3,Inside,CelIgu,1.1,3,1,3,0,2,4,9,No,0.333333333,0.142857143,0.142857143,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,3,Inside,CelIgu,1.1,6,3,4,1,0,8,14,No,0.160714286,0.160714286,0.160714286,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,3,Inside,CelIgu,1.1,9,0,0,1,1,1,11,No,0.159090909,0.075,0.075,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,4,Inside,CelIgu,1.5,4,2,0,1,0,3,7,No,0.135714286,0.135714286,0.135714286,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,4,Inside,CelIgu,1.5,3,5,1,0,0,6,9,No,0.088888889,0.088888889,0.088888889,Intra
8NEI,8-Jun,cloudy,62,9:22,CelIgu,4,Inside,CelIgu,1.5,3,1,6,0,0,7,10,No,0.19,0.19,0.19,Intra
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,3,Outside,CelIgu,1.3,7,1,2,1,0,4,11,No,0.131818182,0.131818182,0.131818182,Hetero.diff
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,3,Outside,CelIgu,1.3,2,7,4,0,0,11,13,No,0.146153846,0.146153846,0.146153846,Hetero.diff
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,3,Outside,CelIgu,1.3,1,4,4,0,0,8,9,No,0.177777778,0.177777778,0.177777778,Hetero.diff
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,4,Inside,CelIgu,1.3,3,6,8,0,0,14,17,No,0.176470588,0.176470588,0.176470588,Hetero.diff
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,4,Inside,CelIgu,1.3,2,6,4,0,4,10,16,No,0.3625,0.15,0.15,Hetero.diff
8NEI,8-Jun,sunny,69,10:26,CasSylCelIgu,4,Inside,CelIgu,1.3,4,3,2,0,0,5,9,No,0.1,0.1,0.1,Hetero.diff
7ZM,9-Jun,sunny,64,9:10,All,3,Outside,CelIgu,0.5,7,1,8,0,0,9,16,No,0.15625,0.15625,0.15625,Hetero.All
7ZM,9-Jun,sunny,64,9:10,All,3,Outside,CelIgu,0.5,6,2,1,0,0,3,9,No,0.055555556,0.055555556,0.055555556,Hetero.All
7ZM,9-Jun,sunny,64,9:10,All,3,Outside,CelIgu,0.5,2,5,0,0,0,5,7,No,0.071428571,0.071428571,0.071428571,Hetero.All
7ZM,9-Jun,sunny,64,9:10,All,10,Outside,CelIgu,0.3,4,2,1,0,0,3,7,No,0.071428571,0.071428571,0.071428571,Hetero.All
7ZM,9-Jun,sunny,64,9:10,All,10,Outside,CelIgu,0.3,7,1,0,0,0,1,8,No,0.0125,0.0125,0.0125,Hetero.All
7ZM,9-Jun,sunny,64,9:10,All,10,Outside,CelIgu,0.3,6,1,3,0,0,4,10,No,0.1,0.1,0.1,Hetero.All
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,3,Outside,CelIgu,0.4,0,1,2,0,10,3,13,Yes,0.823076923,0.233333333,0.233333333,Hetero.same
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,3,Outside,CelIgu,0.4,0,1,3,0,6,4,10,Yes,0.7,0.25,0.25,Hetero.same
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,3,Outside,CelIgu,0.4,0,1,2,1,6,4,10,Yes,0.745,0.3625,0.3625,Hetero.same
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,4,Inside,CelIgu,0.6,6,0,0,0,5,0,11,Yes,0.454545455,0,0,Hetero.same
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,4,Inside,CelIgu,0.6,6,0,0,0,5,0,11,Yes,0.454545455,0,0,Hetero.same
7ZM,9-Jun,sunny,64,9:45,CelIguTreMic,4,Inside,CelIgu,0.6,8,0,1,0,7,1,16,Yes,0.45625,0.033333333,0.033333333,Hetero.same
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,3,Outside,CelIgu,0.3,3,2,3,0,10,5,18,No,0.616666667,0.1375,0.1375,Hetero.diff
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,3,Outside,CelIgu,0.3,3,1,2,0,13,3,19,No,0.721052632,0.116666667,0.116666667,Hetero.diff
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,3,Outside,CelIgu,0.3,0,0,0,0,0,0,0,No,0,0,0,Hetero.diff
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,4,Inside,CelIgu,0.4,4,0,1,0,17,1,22,No,0.786363636,0.06,0.06,Hetero.diff
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,4,Inside,CelIgu,0.4,6,0,0,0,0,0,6,No,0,0,0,Hetero.diff
7ZM,9-Jun,sunny,69,9:57,AcnArbCelIgu,4,Inside,CelIgu,0.4,6,0,0,0,0,0,6,No,0,0,0,Hetero.diff
7ZM,9-Jun,sunny,73,11:32,CelIgu,1,Outside,CelIgu,0.7,8,4,3,0,0,7,15,No,0.086666667,0.086666667,0.086666667,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,1,Outside,CelIgu,0.7,15,1,1,2,0,4,19,No,0.1,0.1,0.1,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,1,Outside,CelIgu,0.7,15,2,3,1,0,6,21,No,0.088095238,0.088095238,0.088095238,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,2,Inside,CelIgu,1.3,5,2,3,4,0,9,14,No,0.292857143,0.292857143,0.292857143,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,2,Inside,CelIgu,1.3,5,4,1,0,0,5,10,No,0.07,0.07,0.07,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,2,Inside,CelIgu,1.3,5,3,1,1,0,5,10,No,0.135,0.135,0.135,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,3,Inside,CelIgu,0.8,11,0,0,0,0,0,11,No,0,0,0,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,3,Inside,CelIgu,0.8,5,2,2,0,0,4,9,No,0.088888889,0.088888889,0.088888889,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,3,Inside,CelIgu,0.8,7,1,4,0,0,5,12,No,0.108333333,0.108333333,0.108333333,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,4,Inside,CelIgu,1.2,9,2,3,0,0,5,14,No,0.078571429,0.078571429,0.078571429,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,4,Inside,CelIgu,1.2,7,1,0,0,2,1,10,No,0.21,0.0125,0.0125,Intra
7ZM,9-Jun,sunny,73,11:32,CelIgu,4,Inside,CelIgu,1.2,6,2,2,1,2,5,13,No,0.273076923,0.140909091,0.140909091,Intra
9DITO,12-Jun,cloudy,60,8:05,All,3,Outside,CelIgu,0.6,0,3,3,0,0,6,6,Yes,0.2,0.2,0.2,Hetero.All
9DITO,12-Jun,cloudy,60,8:05,All,3,Outside,CelIgu,0.6,3,3,1,0,0,4,7,Yes,0.085714286,0.085714286,0.085714286,Hetero.All
9DITO,12-Jun,cloudy,60,8:05,All,3,Outside,CelIgu,0.6,2,1,2,0,0,3,5,Yes,0.14,0.14,0.14,Hetero.All
9DITO,12-Jun,cloudy,60,8:05,All,12,Outside,CelIgu,0.6,0,4,5,0,0,9,9,No,0.211111111,0.211111111,0.211111111,Hetero.All
9DITO,12-Jun,cloudy,60,8:05,All,12,Outside,CelIgu,0.6,0,5,6,0,0,11,11,No,0.209090909,0.209090909,0.209090909,Hetero.All
9DITO,12-Jun,cloudy,60,8:05,All,12,Outside,CelIgu,0.6,2,4,1,0,0,5,7,No,0.1,0.1,0.1,Hetero.All
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,3,Outside,CelIgu,0.8,8,3,6,0,1,9,18,No,0.172222222,0.123529412,0.123529412,Hetero.same
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,3,Outside,CelIgu,0.8,4,1,3,0,0,4,8,No,0.125,0.125,0.125,Hetero.same
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,3,Outside,CelIgu,0.8,3,3,0,1,1,4,8,No,0.25625,0.15,0.15,Hetero.same
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,4,Inside,CelIgu,0.6,3,1,3,1,0,5,8,No,0.21875,0.21875,0.21875,Hetero.same
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,4,Inside,CelIgu,0.6,7,1,3,0,4,4,15,No,0.333333333,0.090909091,0.090909091,Hetero.same
9DITO,12-Jun,cloudy,62,8:59,CelIguTreMic,4,Inside,CelIgu,0.6,5,1,0,0,0,1,6,No,0.016666667,0.016666667,0.016666667,Hetero.same
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,3,Outside,CelIgu,0.5,7,0,1,0,1,1,9,No,0.144444444,0.0375,0.0375,Hetero.diff
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,3,Outside,CelIgu,0.5,5,1,2,0,0,3,8,No,0.0875,0.0875,0.0875,Hetero.diff
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,3,Outside,CelIgu,0.5,9,0,0,0,0,0,9,No,0,0,0,Hetero.diff
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,4,Inside,CelIgu,0.5,4,0,0,0,3,0,7,Yes,0.428571429,0,0,Hetero.diff
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,4,Inside,CelIgu,0.5,4,0,0,0,2,0,6,Yes,0.333333333,0,0,Hetero.diff
9DITO,12-Jun,sunny,64,9:30,AcnArbCelIgu,4,Inside,CelIgu,0.5,3,0,0,0,4,0,7,Yes,0.571428571,0,0,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,3,Outside,CelIgu,0.4,5,1,2,0,0,3,8,No,0.0875,0.0875,0.0875,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,3,Outside,CelIgu,0.4,6,1,3,0,0,4,10,No,0.1,0.1,0.1,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,3,Outside,CelIgu,0.4,3,0,0,0,5,0,8,No,0.625,0,0,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,4,Inside,CelIgu,0.6,3,3,1,0,0,4,7,No,0.085714286,0.085714286,0.085714286,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,4,Inside,CelIgu,0.6,8,2,0,0,0,2,10,No,0.02,0.02,0.02,Hetero.diff
9DITO,12-Jun,sunny,69,9:51,CasSylCelIgu,4,Inside,CelIgu,0.6,3,2,1,0,0,3,6,No,0.083333333,0.083333333,0.083333333,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,3,Outside,CelIgu,0.3,2,2,3,2,0,7,9,No,0.288888889,0.288888889,0.288888889,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,3,Outside,CelIgu,0.3,7,2,1,0,0,3,10,No,0.05,0.05,0.05,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,3,Outside,CelIgu,0.3,4,2,2,0,0,4,8,No,0.1,0.1,0.1,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,4,Inside,CelIgu,0.6,7,2,3,0,0,5,12,No,0.091666667,0.091666667,0.091666667,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,4,Inside,CelIgu,0.6,9,4,5,0,0,9,18,No,0.105555556,0.105555556,0.105555556,Hetero.diff
7ZM,17-Jun,sunny,56,10:03,CasDecCelIgu,4,Inside,CelIgu,0.6,9,1,1,0,1,2,12,No,0.116666667,0.036363636,0.036363636,Hetero.diff
7ZM,17-Jun,sunny,56,10:25,CasSylCelIgu,3,Outside,CelIgu,0.6,5,3,4,1,2,8,15,No,0.283333333,0.173076923,0.173076923,Hetero.diff
7ZM,17-Jun,sunny,56,10:25,CasSylCelIgu,3,Outside,CelIgu,0.6,3,3,1,0,0,4,7,No,0.085714286,0.085714286,0.085714286,Hetero.diff
7ZM,17-Jun,sunny,56,10:25,CasSylCelIgu,3,Outside,CelIgu,0.6,17,2,1,0,2,3,22,No,0.113636364,0.025,0.025,Hetero.diff
