Site,Date,Weather,Temperature,Time,Treatment,Plant,Position,Plant_Species,Height(meters),0(percent herbivory),less10(percent herbivory),10to50(percent herbivory),>greater50(percent herbivory),100(percent herbivory),herb_leaves,total_leaves,Stress,Total_Herbivory,Herbivory_not_including_100,Herbiv.AT,Plot_Classification,Intra_dens,phylo_dist
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,3,Outside,CelIgu,1.9,17,1,1,1,0,3,20,No,0.0575,0.0575,0.0575,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,3,Outside,CelIgu,1.9,18,0,2,0,0,2,20,No,0.03,0.03,0.03,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,3,Outside,CelIgu,1.9,14,2,3,0,8,13,27,No,0.337037037,0.057894737,0.057894737,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,4,Inside,CelIgu,1.1,8,7,8,0,1,16,24,No,0.170833333,0.134782609,0.134782609,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,4,Inside,CelIgu,1.1,10,2,3,4,0,9,19,No,0.215789474,0.215789474,0.215789474,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:36,CapBacCelIgu,4,Inside,CelIgu,1.1,15,1,11,5,15,32,47,No,0.471276596,0.2234375,0.2234375,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,10:57,CapBac,1,Outside,CapBac,0.8,39,1,0,0,10,11,50,No,0.202,0.0025,0.0025,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,1,Outside,CapBac,0.8,42,1,0,0,8,9,51,No,0.158823529,0.002325581,0.002325581,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,1,Outside,CapBac,0.8,20,3,0,0,0,3,23,No,0.013043478,0.013043478,0.013043478,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,2,Inside,CapBac,1,55,1,0,0,6,7,62,No,0.098387097,0.001785714,0.001785714,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,2,Inside,CapBac,1,18,0,1,0,16,17,35,No,0.465714286,0.015789474,0.015789474,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,2,Inside,CapBac,1,1,0,0,0,21,21,22,No,0.954545455,0,0,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,3,Inside,CapBac,0.9,48,0,0,0,0,0,48,No,0,0,0,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,3,Inside,CapBac,0.9,24,1,2,0,5,8,32,No,0.178125,0.025925926,0.025925926,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,3,Inside,CapBac,0.9,26,0,0,0,0,0,26,No,0,0,0,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,4,Inside,CapBac,1.1,43,2,3,0,9,14,57,No,0.177192982,0.022916667,0.022916667,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,4,Inside,CapBac,1.1,27,0,4,0,10,14,41,No,0.273170732,0.038709677,0.038709677,Intra,24,0
3SS,1-Jun,cloudy,61,10:57,CapBac,4,Inside,CapBac,1.1,14,0,7,2,15,24,38,No,0.489473684,0.156521739,0.156521739,Intra,24,0
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,8,0,1,0,6,7,15,No,0.42,0.033333333,0.42,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,36,2,0,0,3,5,41,No,0.07804878,0.005263158,0.07804878,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,1,Outside,TreMic,1.5,18,6,2,0,2,10,28,No,0.114285714,0.046153846,0.114285714,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,41,2,9,0,22,33,74,No,0.336486486,0.055769231,0.336486486,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,52,2,1,0,1,4,56,No,0.026785714,0.009090909,0.026785714,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,2,Inside,TreMic,1.7,15,0,0,0,0,0,15,No,0,0,0,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,66,0,6,0,18,24,90,No,0.22,0.025,0.22,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,59,0,8,0,18,26,85,No,0.24,0.035820896,0.24,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,3,Inside,TreMic,1.8,26,0,1,0,4,5,31,No,0.138709677,0.011111111,0.138709677,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,33,2,0,0,7,9,42,No,0.171428571,0.005714286,0.171428571,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,31,2,0,0,8,10,41,No,0.2,0.006060606,0.2,Intra,24,
3SS,1-Jun,cloudy,61,11:14,TreMic,4,Inside,TreMic,1.9,34,0,1,0,3,4,38,No,0.086842105,0.008571429,0.086842105,Intra,24,
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,10,4,1,4,3,12,22,No,0.304545455,0.194736842,0.194736842,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,1,3,3,0,8,14,15,No,0.613333333,0.171428571,0.171428571,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,1,Outside,CasSyl,0.8,10,2,4,2,5,13,23,No,0.343478261,0.161111111,0.161111111,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,13,1,0,0,0,1,14,No,0.007142857,0.007142857,0.007142857,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,9,6,0,0,2,8,17,No,0.152941176,0.04,0.04,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,2,Inside,CasSyl,0.7,8,2,0,2,0,4,12,No,0.141666667,0.141666667,0.141666667,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,3,Outside,CapBac,0.4,0,0,0,0,9,9,9,No,1,0,0,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,3,Outside,CapBac,0.4,4,0,0,0,4,4,8,No,0.5,0,0,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,3,Outside,CapBac,0.4,9,0,1,0,7,8,17,No,0.429411765,0.03,0.03,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,4,Inside,CapBac,0.8,28,2,0,2,0,4,32,No,0.053125,0.053125,0.053125,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,4,Inside,CapBac,0.8,56,3,0,0,6,9,65,No,0.096923077,0.005084746,0.005084746,Hetero.diff,12,247.5
3SS,1-Jun,cloudy,61,11:35,CapBacCasSyl,4,Inside,CapBac,0.8,8,1,1,0,1,3,11,No,0.127272727,0.04,0.04,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,1,Outside,CasDec,0.7,5,0,0,0,11,11,16,Yes,0.6875,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,1,Outside,CasDec,0.7,5,0,1,0,10,11,16,Yes,0.64375,0.05,0.05,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,1,Outside,CasDec,0.7,6,1,0,0,2,3,9,Yes,0.233333333,0.014285714,0.014285714,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,2,Inside,CasDec,1,3,0,0,0,17,17,20,No,0.85,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,2,Inside,CasDec,1,12,0,0,0,9,9,21,No,0.428571429,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,2,Inside,CasDec,1,8,0,0,0,14,14,22,No,0.636363636,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,3,Outside,CelIgu,0.5,0,0,0,0,5,5,5,Yes,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,3,Outside,CelIgu,0.5,22,4,1,0,2,7,29,Yes,0.093103448,0.025925926,0.025925926,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,3,Outside,CelIgu,0.5,6,0,0,0,0,0,6,Yes,0,0,0,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,4,Inside,CelIgu,0.5,3,1,3,0,0,4,7,No,0.142857143,0.142857143,0.142857143,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,4,Inside,CelIgu,0.5,2,0,5,0,2,7,9,No,0.388888889,0.214285714,0.214285714,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:30,CasDecCelIgu,4,Inside,CelIgu,0.5,4,3,5,1,1,10,14,No,0.253571429,0.196153846,0.196153846,Hetero.diff,12,231.6
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,1,Outside,AcnArb,1.8,9,12,13,0,14,39,48,No,0.397916667,0.15,0.397916667,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,1,Outside,AcnArb,1.8,4,1,0,0,26,27,31,No,0.841935484,0.02,0.841935484,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,1,Outside,AcnArb,1.8,10,0,1,0,9,10,20,No,0.465,0.027272727,0.465,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,2,Inside,AcnArb,2.1,6,0,8,0,18,26,32,No,0.6375,0.171428571,0.6375,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,2,Inside,AcnArb,2.1,2,5,12,0,18,35,37,No,0.597297297,0.215789474,0.597297297,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,2,Inside,AcnArb,2.1,4,3,8,0,10,21,25,No,0.508,0.18,0.508,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,3,Outside,CasDec,0.8,16,2,0,0,10,12,28,Yes,0.364285714,0.011111111,0.011111111,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,3,Outside,CasDec,0.8,22,1,0,0,6,7,29,Yes,0.210344828,0.004347826,0.004347826,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,3,Outside,CasDec,0.8,17,0,0,0,2,2,19,Yes,0.105263158,0,0,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,4,Inside,CasDec,0.4,4,2,3,2,13,20,24,No,0.65,0.236363636,0.236363636,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,4,Inside,CasDec,0.4,3,0,4,1,12,17,20,No,0.6975,0.24375,0.24375,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,14:45,AcnArbCasDec,4,Inside,CasDec,0.4,3,0,4,1,3,8,11,No,0.45,0.24375,0.24375,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,1,Outside,AcnArb,1.6,0,4,16,2,7,29,29,No,0.472413793,0.304545455,0.472413793,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,1,Outside,AcnArb,1.6,3,3,3,0,38,44,47,No,0.834042553,0.133333333,0.834042553,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,1,Outside,AcnArb,1.6,1,2,9,1,7,19,20,No,0.5325,0.280769231,0.5325,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,2,Inside,AcnArb,2,1,5,14,3,31,53,54,No,0.702777778,0.302173913,0.702777778,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,2,Inside,AcnArb,2,1,1,4,0,11,16,17,No,0.723529412,0.216666667,0.723529412,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,2,Inside,AcnArb,2,9,5,11,0,28,44,53,No,0.6,0.152,0.6,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,21,0,0,0,2,2,23,No,0.086956522,0,0,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,15,0,0,0,0,0,15,No,0,0,0,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,3,Outside,CasSyl,0.8,17,1,0,0,1,2,19,No,0.057894737,0.005555556,0.005555556,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,13,0,0,0,0,0,13,No,0,0,0,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,11,1,0,0,0,1,12,No,0.008333333,0.008333333,0.008333333,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:10,AcnArbCasSyl,4,Inside,CasSyl,1.1,15,1,0,0,0,1,16,No,0.00625,0.00625,0.00625,Hetero.diff,12,247.5
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,15,3,1,0,0,4,19,No,0.031578947,0.031578947,0.031578947,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,17,5,9,0,4,18,35,No,0.205714286,0.103225806,0.205714286,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,1,Outside,TreMic,2,25,9,4,0,4,17,42,No,0.145238095,0.055263158,0.145238095,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,20,1,1,0,3,5,25,No,0.136,0.018181818,0.136,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,23,3,6,0,2,11,34,No,0.120588235,0.065625,0.120588235,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,2,Inside,TreMic,2.3,16,2,1,0,2,5,21,No,0.119047619,0.026315789,0.119047619,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,3,Outside,CelIgu,0.6,6,3,0,0,3,6,12,No,0.275,0.033333333,0.033333333,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,3,Outside,CelIgu,0.6,2,1,4,1,1,7,9,No,0.338888889,0.25625,0.25625,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,3,Outside,CelIgu,0.6,0,2,7,0,2,11,11,No,0.390909091,0.255555556,0.255555556,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,4,Inside,CelIgu,0.4,2,4,1,0,2,7,9,No,0.3,0.1,0.1,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,4,Inside,CelIgu,0.4,1,9,6,0,2,17,18,No,0.261111111,0.16875,0.16875,Hetero.same,12,134.3
3SS,1-Jun,partly cloudy,71,15:30,CelIguTreMic,4,Inside,CelIgu,0.4,3,1,0,0,1,2,5,No,0.22,0.025,0.025,Hetero.same,12,134.3
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,18,2,3,0,0,5,23,No,0.047826087,0.047826087,0.047826087,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,17,3,0,0,0,3,20,No,0.015,0.015,0.015,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,1,Outside,CasSyl,1,20,2,1,0,1,4,24,No,0.0625,0.02173913,0.02173913,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,19,0,0,0,1,1,20,No,0.05,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,14,1,0,0,0,1,15,No,0.006666667,0.006666667,0.006666667,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,2,Inside,CasSyl,0.9,18,0,0,0,0,0,18,No,0,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,3,Outside,CelIgu,0.5,0,0,0,0,8,8,8,No,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,3,Outside,CelIgu,0.5,3,1,3,0,0,4,7,No,0.142857143,0.142857143,0.142857143,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,3,Outside,CelIgu,0.5,0,0,1,0,8,9,9,No,0.922222222,0.3,0.3,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,4,Inside,CelIgu,0.5,11,2,0,3,5,10,21,No,0.354761905,0.153125,0.153125,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,4,Inside,CelIgu,0.5,0,0,0,0,7,7,7,No,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:45,CasSylCelIgu,4,Inside,CelIgu,0.5,0,6,1,3,11,21,21,No,0.673809524,0.315,0.315,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,57,3,8,1,2,14,71,No,0.076760563,0.05,0.076760563,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,52,4,11,0,8,23,75,No,0.156,0.055223881,0.156,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,1,Outside,TreMic,2.4,8,1,1,1,1,4,12,No,0.179166667,0.104545455,0.179166667,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,86,2,4,3,6,15,101,No,0.095544554,0.038421053,0.095544554,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,12,0,1,0,13,14,26,No,0.511538462,0.023076923,0.511538462,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,2,Inside,TreMic,3,6,4,7,0,9,20,26,No,0.442307692,0.147058824,0.442307692,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,3,Outside,CasDec,0.8,0,0,0,0,20,20,20,No,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,3,Outside,CasDec,0.8,0,0,0,0,12,12,12,No,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,3,Outside,CasDec,0.8,0,0,0,0,10,10,10,No,1,0,0,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,4,Inside,CasDec,0.9,5,3,0,0,11,14,19,Yes,0.594736842,0.0375,0.0375,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,4,Inside,CasDec,0.9,15,1,0,0,11,12,27,Yes,0.411111111,0.00625,0.00625,Hetero.diff,12,231.6
3SS,1-Jun,sunny,71,15:52,CasDecTreMic,4,Inside,CasDec,0.9,11,1,0,0,3,4,15,Yes,0.206666667,0.008333333,0.008333333,Hetero.diff,12,231.6
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,1,Outside,AcnArb,1.3,0,4,7,1,15,27,27,No,0.675925926,0.270833333,0.675925926,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,1,Outside,AcnArb,1.3,14,2,10,1,10,23,37,No,0.377027027,0.146296296,0.377027027,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,1,Outside,AcnArb,1.3,2,4,10,2,15,31,33,No,0.603030303,0.272222222,0.603030303,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,2,Inside,AcnArb,1.8,0,0,0,0,20,20,20,Yes,1,0,1,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,2,Inside,AcnArb,1.8,3,3,3,1,1,8,11,Yes,0.268181818,0.195,0.268181818,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,2,Inside,AcnArb,1.8,0,0,0,0,8,8,8,Yes,1,0,1,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,3,Outside,CapBac,0.7,2,2,5,1,4,12,14,Yes,0.460714286,0.245,0.245,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,3,Outside,CapBac,0.7,5,2,2,1,8,13,18,Yes,0.530555556,0.155,0.155,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,3,Outside,CapBac,0.7,5,4,2,0,2,8,13,Yes,0.230769231,0.090909091,0.090909091,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,4,Inside,CapBac,0.7,7,4,0,1,8,13,20,No,0.4575,0.095833333,0.095833333,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,4,Inside,CapBac,0.7,0,0,0,0,12,12,12,No,1,0,0,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,9:45,AcnArbCapBac,4,Inside,CapBac,0.7,8,1,1,0,3,5,13,No,0.261538462,0.04,0.04,Hetero.same,12,35.1
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,1,Outside,CasDec,0.8,15,2,0,0,2,4,19,No,0.115789474,0.011764706,0.011764706,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,1,Outside,CasDec,0.8,0,0,0,0,11,11,11,No,1,0,0,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,1,Outside,CasDec,0.8,12,0,0,0,0,0,12,No,0,0,0,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,2,Inside,CasDec,0.7,11,0,1,0,12,13,24,Yes,0.5125,0.025,0.025,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,2,Inside,CasDec,0.7,15,3,0,0,9,12,27,Yes,0.344444444,0.016666667,0.016666667,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,2,Inside,CasDec,0.7,15,2,0,0,0,2,17,Yes,0.011764706,0.011764706,0.011764706,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,12,0,3,0,2,5,17,No,0.170588235,0.06,0.06,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,14,0,0,0,0,0,14,No,0,0,0,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,3,Outside,CasSyl,1,12,2,4,0,0,6,18,No,0.077777778,0.077777778,0.077777778,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,17,0,0,0,0,0,17,No,0,0,0,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,12,0,0,0,13,13,25,No,0.52,0,0,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:05,CasDecCasSyl,4,Inside,CasSyl,1,3,0,2,0,13,15,18,No,0.755555556,0.12,0.12,Hetero.same,12,25.3
3SS,5-Jun,sunny,66,10:16,All,1,Outside,CasDec,0.8,8,1,0,1,14,16,24,No,0.61875,0.085,0.085,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,1,Outside,CasDec,0.8,14,1,1,0,8,10,24,No,0.35,0.025,0.025,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,1,Outside,CasDec,0.8,9,1,2,0,4,7,16,No,0.29375,0.058333333,0.058333333,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,2,Outside,CapBac,1.1,22,1,2,0,0,3,25,No,0.028,0.028,0.028,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,2,Outside,CapBac,1.1,9,6,6,0,3,15,24,No,0.225,0.114285714,0.114285714,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,2,Outside,CapBac,1.1,17,1,0,0,10,11,28,No,0.360714286,0.005555556,0.005555556,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,7,2,3,0,1,6,13,Yes,0.161538462,0.091666667,0.091666667,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,11,0,0,0,3,3,14,Yes,0.214285714,0,0,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,3,Outside,CasSyl,0.9,5,1,2,2,7,12,17,Yes,0.541176471,0.22,0.22,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,4,Outside,AcnArb,1.5,22,1,1,3,6,11,33,No,0.262121212,0.098148148,0.262121212,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,4,Outside,AcnArb,1.5,33,3,1,0,9,13,46,No,0.208695652,0.016216216,0.208695652,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,4,Outside,AcnArb,1.5,11,2,6,0,5,13,24,No,0.291666667,0.105263158,0.291666667,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,5,Outside,CelIgu,0.5,1,4,4,1,4,13,14,No,0.453571429,0.235,0.235,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,5,Outside,CelIgu,0.5,2,1,3,0,0,4,6,No,0.166666667,0.166666667,0.166666667,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,5,Outside,CelIgu,0.5,4,0,3,0,0,3,7,No,0.128571429,0.128571429,0.128571429,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,6,Outside,AcnArb,1.7,4,1,3,0,0,4,8,No,0.125,0.125,0.125,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,6,Outside,AcnArb,1.7,3,2,2,0,0,4,7,No,0.114285714,0.114285714,0.114285714,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,6,Outside,AcnArb,1.7,0,0,0,0,8,8,8,No,1,0,1,Hetero.All,4,460.6
3SS,5-Jun,sunny,66,10:16,All,7,Inside,TreMic,2,16,1,2,0,7,10,26,No,0.296153846,0.036842105,0.296153846,Hetero.All,4,460.6
