Site,Treatment,N Rows,totalB,richB,div_hB,Treat2,abundS,richS,div_hS,richP,abundP,div_hP,plantnum,bird.rich.percap,Acnistus_arborescens,Capsicum_baccatum,Casearia_sylvestris,Trema_micrantha,total.pulp.mass.avg.,Grass,phylo_rank,spp_rich_treat,total.visits_selected,rich_selected,div_H_selected,bird_degree,visits.x.degree,bird_degree 2,visits.x.degree 2,PD
05PF1,CasSyl&CelIgu,2,2,2,0.6931471805599,Hetero.diff,18,4,1.2110440167801,0,0,0,12,0.1666666667,,,55,,1.023,65,3,2,1,1,0,9.0,9,18,18,0.241498092
05PF1,CasSyl&TreMic,6,12,5,1.5454229031936,Hetero.diff,91,8,1.3995331333021,3,8,0.7356219397588,12,0.4166666667,,,,358.57142857,7.6495238095,20,3,2,12,5,1.5454229032,22.3,43.833333333,134,263,0.24074613
05PF1,CelIgu,1,1,1,0,Intra,89,7,1.2088388020789,1,1,0,24,0.0416666667,,,,,0,30,1,1,1,1,0,10.0,10,10,10,0
05PF1,CelIgu&TreMic,6,11,6,1.6726254461503,Hetero.same,281,7,0.8362761197882,2,6,0.4505612088663,12,0.5,,,,407.14285714,8.6857142857,25,2,2,10,5,1.5047882837,21.2,31,127,186,0.166769626
05PF1,Control,1,3,1,0,Control,78,4,0.9219603939368,1,1,0,0,,,,,,,,0,0,3,1,0,10.0,10,10,10,
05PF1,TreMic,8,25,7,1.7545956432273,Intra,108,12,1.4197917193446,3,4,1.0397207708399,24,0.2916666667,,,,359.33333333,7.6657777778,22,1,1,25,7,1.7545956432,20.5,31.25,164,250,0
06PF2,AcnArb,7,13,7,1.8446214763655,Intra,90,7,1.3992415478657,0,0,0,24,0.2916666667,191,,,,58.414166667,70,1,1,12,6,1.7045514453,20.3,22.142857143,142,155,0
06PF2,AcnArb&CapBac,11,16,11,2.3066687254045,Hetero.same,40,4,0.7220931095314,0,0,0,12,0.9166666667,166.25,403.63636364,,,107.2731553,40,2,2,15,10,2.2110688711,16.7,21,184,231,0.143088167
06PF2,AcnArb&CasDec,4,12,4,0.9830877585748,Hetero.diff,28,3,0.7872876566304,1,2,0,12,0.3333333333,161.42857143,,,,49.370238095,70,3,2,12,4,0.9830877586,22.3,22.25,89,89,0.260444172
06PF2,AcnArb&CasSyl,7,8,7,1.9061547465399,Hetero.diff,183,7,1.1557979303176,1,1,0,12,0.5833333333,77.125,,50,,24.517395833,20,3,2,8,7,1.9061547465,15.9,15.857142857,111,111,0.257457838
06PF2,AcnArb&CelIgu,7,10,6,1.6957425341696,Hetero.diff,22,6,1.4265780016951,1,1,0,12,0.5,268.375,,,,82.078020833,35,3,2,10,6,1.6957425342,25.4,27.142857143,178,190,0.254788341
06PF2,AcnArb&TreMic,7,12,6,1.6326309271544,Hetero.diff,37,8,1.014314804343,2,2,0.6931471805599,12,0.5,120,,,401.46666667,45.264622222,4,3,2,8,5,1.4941751383,21.0,24.571428571,147,172,0.25403638
06PF2,All,11,20,10,2.1809455605616,Hetero.All,109,13,1.4644734007245,3,5,0.9502705392332,4,2.5,88.222222222,733.63636364,140,297.77777778,138.50025253,10,6,6,19,9,2.086768755,18.5,23.636363636,203,260,0.431177611
06PF2,CapBac,7,12,7,1.6987829895138,Intra,33,5,0.9592950803236,1,1,0,24,0.2916666667,,334.16666667,,,46.7165,40,1,1,12,7,1.6987829895,27.0,27,189,189,0
06PF2,CapBac&CasDec,3,3,3,1.0986122886681,Hetero.diff,122,6,1.1089010423562,0,0,0,12,0.25,,319,,,44.5962,50,3,2,3,3,1.0986122887,12.0,12,36,36,0.270719892
06PF2,CapBac&CasSyl,13,28,11,2.1955385170281,Hetero.diff,28,9,1.836534599021,1,1,0,12,0.9166666667,,383.33333333,,,53.59,20,3,2,25,9,2.001261687,16.7,20.692307692,217,269,0.267733558
06PF2,CapBac&CelIgu,9,23,7,1.8852995009468,Hetero.diff,149,9,1.1125905341877,2,2,0.6931471805599,12,0.5833333333,,418.46153846,,,58.500923077,30,3,2,23,7,1.8852995009,16.3,32.111111111,147,289,0.265064061
06PF2,CapBac&TreMic,18,51,15,2.5231230397745,Hetero.diff,171,12,1.1500579120482,5,5,1.6094379124341,12,1.25,,277.66666667,,428.57142857,47.960657143,4,3,2,47,14,2.4395379252,19.6,21.5,352,387,0.2643121
06PF2,CasDec,2,3,2,0.6365141682948,Intra,88,4,0.232167434206,1,1,0,24,0.0833333333,,,,,0,20,1,1,3,2,0.6365141683,24.0,41,48,82,0
06PF2,CasDec&CasSyl,2,3,2,0.6365141682948,Hetero.same,4,2,0.5623351446188,1,1,0,12,0.1666666667,,,70,,1.302,5,2,2,3,2,0.6365141683,15.5,26,31,52,0.141899453
06PF2,CasDec&CelIgu,3,4,3,1.0397207708399,Hetero.diff,0,0,0,1,1,0,12,0.25,,,,,0,15,3,2,4,3,1.0397207708,9.0,12.333333333,27,37,0.244484426
06PF2,CasDec&TreMic,9,14,9,2.0075563074378,Hetero.diff,66,16,2.2063129292926,3,3,1.0986122886681,12,0.75,,,,652.85714286,13.927619048,10,3,2,10,7,1.7480673485,17.7,19.666666667,159,177,0.243732464
06PF2,CasSyl,4,6,4,1.242453324894,Intra,6,3,0.8675632284815,1,1,0,24,0.1666666667,,,300,,5.58,8,1,1,6,4,1.2424533249,15.8,15.75,63,63,0
06PF2,CasSyl&CelIgu,8,10,6,1.497866136777,Hetero.diff,206,7,1.3824706529952,0,0,0,12,0.5,,,200,,3.72,10,3,2,9,5,1.3030924038,13.4,17.125,107,137,0.241498092
06PF2,CasSyl&TreMic,13,32,12,2.2651633546707,Hetero.diff,133,10,1.2531957475309,3,3,1.0986122886681,12,1,,,100,882,20.676,3,3,2,28,10,2.0778300575,16.2,26.692307692,211,347,0.24074613
06PF2,CelIgu,4,14,4,1.0285137640249,Intra,132,9,1.2910891175454,1,1,0,24,0.1666666667,,,,,0,25,1,1,10,2,0.3250829734,11.3,16.5,45,66,0
06PF2,CelIgu&TreMic,6,23,5,1.0827800094708,Hetero.same,137,12,0.8837192716644,0,0,0,12,0.4166666667,,,,314.54545455,6.7103030303,15,2,2,23,5,1.0827800095,13.3,29.5,80,177,0.166769626
06PF2,Control,10,0,0,0,Control,23,4,0.53050963023,1,1,0,0,,,,,,,,0,0,0,0,0,0.0,0,0,0,
06PF2,TreMic,13,43,13,2.074767039096,Intra,32,6,1.1708049337782,1,1,0,24,0.5416666667,,,,473.33333333,10.097777778,12,1,1,40,10,1.8759638968,17.6,28.076923077,229,365,0
07ZM,AcnArb,8,14,8,1.866216023586,Intra,61,3,0.7517086547662,11,12,2.3693821196947,24,0.3333333333,226.875,,,,69.3859375,10,1,1,13,7,1.7326587202,25.5,37.25,204,298,0
07ZM,AcnArb&CapBac,14,24,11,2.3039761017241,Hetero.same,257,12,1.1269817185807,5,10,1.359236700665,12,0.9166666667,154.33333333,272.78571429,,,85.335720635,5,2,2,20,9,2.0854684353,10.6,11.428571429,149,160,0.143088167
07ZM,AcnArb&CasDec,5,7,5,1.5498260458782,Hetero.diff,148,9,1.2131712511813,2,2,0.6931471805599,12,0.4166666667,225.625,,,,69.003645833,10,3,2,7,5,1.5498260459,20.4,22.8,102,114,0.260444172
07ZM,AcnArb&CasSyl,7,24,7,1.690393192201,Hetero.diff,134,11,1.6524871568189,2,8,0.5623351446188,12,0.5833333333,148.33333333,,123.33333333,,47.659277778,10,3,2,20,6,1.48779838,19.4,23.285714286,136,163,0.257457838
07ZM,AcnArb&CelIgu,7,13,6,1.5857708352081,Hetero.diff,212,11,1.1414342082786,1,1,0,12,0.5,233.76923077,,,,71.494423077,1,3,2,13,6,1.5857708352,20.6,20.571428571,144,144,0.254788341
07ZM,AcnArb&TreMic,10,18,10,2.2161022480913,Hetero.diff,43,10,1.6563293028676,5,10,1.2275294114572,12,0.8333333333,160.625,,,406.66666667,57.800034722,20,3,2,12,7,1.8636799873,16.4,20.9,164,209,0.25403638
07ZM,All,3,5,3,1.0549201679861,Hetero.All,38,5,1.1104394270864,4,4,1.3862943611199,4,0.75,86.166666667,146,206.66666667,185.45454545,54.563802525,5,6,6,5,3,1.054920168,25.3,35,76,105,0.431177611
07ZM,CapBac,14,42,11,2.2063604111861,Intra,170,7,0.8135591420423,6,17,1.4868952268882,24,0.4583333333,,352.1875,,,49.2358125,40,1,1,37,9,1.9992191161,17.7,33.642857143,248,471,0
07ZM,CapBac&CasDec,8,21,7,1.913548427761,Hetero.diff,240,9,0.9491073679922,5,16,1.3686896376228,12,0.5833333333,,551.53846154,,,77.105076923,5,3,2,21,7,1.9135484278,23.4,35.5,187,284,0.270719892
07ZM,CapBac&CasSyl,15,42,11,2.1727306366808,Hetero.diff,701,13,1.3118138593952,4,5,1.3321790402101,12,0.9166666667,,290.38461538,160,,43.571769231,5,3,2,40,10,2.0803508825,17.5,22.266666667,262,334,0.267733558
07ZM,CapBac&CelIgu,3,6,3,1.0114042647074,Hetero.diff,224,11,1.800463004367,0,0,0,12,0.25,,205.76923077,,,28.766538462,35,3,2,6,3,1.0114042647,24.3,37.333333333,73,112,0.265064061
07ZM,CapBac&TreMic,10,29,10,2.2230221012795,Hetero.diff,357,21,1.8939164218412,8,9,2.0431918705451,12,0.8333333333,,139.16666667,,401.25,28.0155,10,3,2,29,10,2.2230221013,25.2,38,252,380,0.2643121
07ZM,CasDec,60,0,0,0,Intra,73,4,0.891833893301,3,3,1.0986122886681,24,0,,,,,0,10,1,1,0,0,0,0.0,0,0,0,0
07ZM,CasDec&CasSyl,6,6,5,1.5607104090414,Hetero.same,108,6,0.942026012437,0,0,0,12,0.4166666667,,,587.5,,10.9275,10,2,2,4,3,1.0397207708,19.0,19,114,114,0.141899453
07ZM,CasDec&CelIgu,1,1,1,0,Hetero.diff,0,0,0,3,3,1.0986122886681,12,0.0833333333,,,,,0,5,3,2,0,0,0,11.0,11,11,11,0.244484426
07ZM,CasDec&TreMic,10,18,9,2.0291545628109,Hetero.diff,119,16,1.7983826510639,5,8,1.5595811562599,12,0.75,,,,406,8.6613333333,5,3,2,12,6,1.5832584594,11.2,12.4,112,124,0.243732464
07ZM,CasSyl,3,3,3,1.0986122886681,Intra,102,2,0.0965089607359,3,4,1.0397207708399,24,0.125,,,400,,7.44,15,1,1,3,3,1.0986122887,33.0,33,99,99,0
07ZM,CasSyl&CelIgu,4,5,4,1.3321790402101,Hetero.diff,23,2,0.1788449127168,3,3,1.0986122886681,12,0.3333333333,,,,,0,15,3,2,3,2,0.6365141683,17.8,17.75,71,71,0.241498092
07ZM,CasSyl&TreMic,6,17,6,1.5335908003184,Hetero.diff,231,16,1.8550917111794,10,20,2.0423161244496,12,0.5,,,265,536,16.363666667,10,3,2,8,4,1.0735428464,12.0,19.833333333,72,119,0.24074613
07ZM,CelIgu,6,10,6,1.6094379124341,Intra,314,5,1.16611806625,0,0,0,24,0.25,,,,,0,5,1,1,10,6,1.6094379124,24.5,26.166666667,147,157,0
07ZM,CelIgu&TreMic,10,16,10,2.1660849392498,Hetero.same,155,13,1.3892834558066,1,1,0,12,0.8333333333,,,,392.72727273,8.3781818182,2,2,2,14,9,2.0449311748,20.6,23.2,206,232,0.166769626
07ZM,Control,3,3,2,0.6365141682948,Control,28,5,1.3473080095562,0,0,0,0,,,,,,,,0,0,2,1,0,8.3,8.3333333333,25,25,
07ZM,TreMic,15,28,15,2.5310123202776,Intra,105,13,1.5461321150453,11,14,2.3046193848207,24,0.625,,,,522,11.136,1,1,1,24,12,2.3010918738,15.7,20.4,236,306,0
08NEI,AcnArb,12,24,12,2.2680158426676,Intra,258,14,1.4967775498319,3,5,1.0549201679861,24,0.5,316.25,,,,96.719791667,35,1,1,22,10,2.0982737395,19.6,28,235,336,0
08NEI,AcnArb&CapBac,5,5,5,1.6094379124341,Hetero.same,474,10,1.4928068895331,0,0,0,12,0.4166666667,160,291.66666667,,,89.708333333,35,2,2,5,5,1.6094379124,20.4,20.4,102,102,0.143088167
08NEI,AcnArb&CasDec,3,7,3,1.0789922078776,Hetero.diff,465,9,1.1128207773479,2,2,0.6931471805599,12,0.25,200,,,,61.166666667,60,3,2,7,3,1.0789922079,21.7,21.666666667,65,65,0.260444172
08NEI,AcnArb&CasSyl,2,2,2,0.6931471805599,Hetero.diff,1068,14,1.5391907880767,5,6,1.5607104090414,12,0.1666666667,141.66666667,,30,,43.884388889,40,3,2,1,1,0,15.0,15,30,30,0.257457838
08NEI,AcnArb&CelIgu,3,5,3,0.9502705392332,Hetero.diff,571,8,1.4743659609279,4,4,1.3862943611199,12,0.25,195,,,,59.6375,40,3,2,4,2,0.5623351446,13.0,13,39,39,0.254788341
08NEI,AcnArb&TreMic,10,23,10,1.9515924269992,Hetero.diff,453,15,1.242014124314,10,13,2.2047854169135,12,0.8333333333,50,,,483.33333333,25.602777778,8,3,2,19,8,1.6847598066,14.9,19,149,190,0.25403638
08NEI,All,11,34,11,2.0984956803234,Hetero.All,1054,17,1.4505430336562,4,34,1.0399680864082,4,2.75,25,101.42857143,,296.36363636,28.147971861,10,6,6,26,10,2.0307168314,17.5,31.909090909,192,351,0.431177611
08NEI,CapBac,4,4,4,1.3862943611199,Intra,794,16,1.6340774804029,5,5,1.6094379124341,24,0.1666666667,,315.83333333,,,44.1535,50,1,1,4,4,1.3862943611,20.3,20.25,81,81,0
08NEI,CapBac&CasDec,4,8,4,1.2130075659799,Hetero.diff,159,9,1.6024868317684,0,0,0,12,0.3333333333,,257.7,,,36.02646,65,3,2,7,3,0.9556998911,13.0,17.25,52,69,0.270719892
08NEI,CapBac&CasSyl,5,7,4,1.3517839942897,Hetero.diff,370,10,1.4797428340896,1,1,0,12,0.3333333333,,293.75,326.66666667,,47.14225,30,3,2,5,3,1.054920168,13.0,14.8,65,74,0.267733558
08NEI,CapBac&CelIgu,6,6,6,1.7917594692281,Hetero.diff,88,13,1.6563827050774,1,1,0,12,0.5,,351.25,,,49.10475,40,3,2,6,6,1.7917594692,15.5,15.5,93,93,0.265064061
08NEI,CapBac&TreMic,11,22,9,2.0744897329905,Hetero.diff,363,19,1.9214426079202,6,14,1.5367224694372,12,0.75,,132.72727273,,425.29411765,27.628213904,30,3,2,18,7,1.8310204811,17.5,24.181818182,193,266,0.2643121
08NEI,CasDec,3,3,3,1.0986122886681,Intra,365,13,1.672592687084,0,0,0,24,0.125,,,,,0,20,1,1,2,2,0.6931471806,7.7,7.6666666667,23,23,0
08NEI,CasDec&CasSyl,4,6,4,1.242453324894,Hetero.same,240,9,0.9519594524552,0,0,0,12,0.3333333333,,,80,,1.488,50,2,2,6,4,1.2424533249,31.5,55,126,220,0.141899453
08NEI,CasDec&CelIgu,3,3,3,1.0986122886681,Hetero.diff,0,0,0,3,4,1.0397207708399,12,0.25,,,,,0,40,3,2,3,3,1.0986122887,7.3,7.3333333333,22,22,0.244484426
08NEI,CasDec&TreMic,8,14,8,1.9085352816436,Hetero.diff,204,15,1.8994131687226,3,3,1.0986122886681,12,0.6666666667,,,,313.84615385,6.6953846154,10,3,2,9,5,1.4270610434,18.3,22.125,146,177,0.243732464
08NEI,CasSyl,2,2,2,0.6931471805599,Intra,360,10,1.2560009655751,0,0,0,24,0.0833333333,,,60,,1.116,80,1,1,1,1,0,16.0,16,32,32,0
08NEI,CasSyl&CelIgu,7,10,7,1.8866967846581,Hetero.diff,402,10,1.3754171002913,0,0,0,12,0.5833333333,,,70,,1.302,50,3,2,8,6,1.7328679514,18.7,25.428571429,131,178,0.241498092
08NEI,CasSyl&TreMic,9,14,7,1.846889123261,Hetero.diff,640,15,1.5818863370602,1,1,0,12,0.5833333333,,,100,478.75,12.073333333,20,3,2,14,7,1.8468891233,21.1,27.888888889,190,251,0.24074613
08NEI,CelIgu,4,8,4,1.3208883431493,Intra,239,14,1.708288755657,9,17,1.9254081650861,24,0.1666666667,,,,,0,10,1,1,8,4,1.3208883431,27.5,32.75,110,131,0
08NEI,CelIgu&TreMic,10,22,9,1.9845459159938,Hetero.same,310,19,1.8738084264582,3,5,0.9502705392332,12,0.75,,,,355.29411765,7.5796078431,10,2,2,20,8,1.8479008005,20.4,33.2,204,332,0.166769626
08NEI,Control,4,4,4,1.3862943611199,Control,656,12,2.0522464634771,0,0,0,0,,,,,,,,0,0,3,3,1.0986122887,21.8,21.75,87,87,
08NEI,TreMic,16,45,15,2.3664573607678,Intra,241,11,1.323221878593,1,2,0,24,0.625,,,,524.28571429,11.184761905,20,1,1,27,11,2.146473049,14.0,18.6875,224,299,0
09DITO,AcnArb,12,27,12,2.2171968454517,Intra,60,4,0.9784500217947,6,10,1.6094379124341,24,0.5,340,,,,103.98333333,10,1,1,21,9,1.880658184,19.4,25.5,233,306,0
09DITO,AcnArb&CapBac,13,24,13,2.3039761017241,Hetero.same,35,10,2.0108145189252,5,8,1.5595811562599,12,1.0833333333,214.66666667,409.28571429,,,122.87036508,50,2,2,20,9,1.9468389992,12.8,20.692307692,166,269,0.143088167
09DITO,AcnArb&CasDec,8,16,8,1.9600951351246,Hetero.diff,89,7,1.3763517833072,9,24,1.9097057700563,12,0.6666666667,300,,,,91.75,10,3,2,10,4,1.2798542258,12.4,21.75,99,174,0.260444172
09DITO,AcnArb&CasSyl,7,19,7,1.6035681031705,Hetero.diff,25,4,0.7938169516167,4,5,1.3321790402101,12,0.5833333333,148.57142857,,,,45.438095238,30,3,2,13,4,1.0317671114,15.6,16.857142857,109,118,0.257457838
09DITO,AcnArb&CelIgu,6,8,6,1.7328679513999,Hetero.diff,225,11,1.5005475606204,11,27,2.098766795073,12,0.5,343.33333333,,,,105.00277778,10,3,2,7,5,1.5498260459,23.8,23.833333333,143,143,0.254788341
09DITO,AcnArb&TreMic,8,14,8,1.9459101490553,Hetero.diff,34,5,0.6134818943006,4,10,1.0888999753452,12,0.6666666667,90,,,118.57142857,30.05452381,55,3,2,10,6,1.6094379124,17.3,23.625,138,189,0.25403638
09DITO,All,8,17,8,1.9869667702348,Hetero.All,137,6,1.1650174678377,5,8,1.4941751382893,4,2,135,204.64285714,200,204.28571429,77.974666667,60,6,6,14,6,1.7104932301,22.4,30.875,179,247,0.431177611
09DITO,CapBac,12,28,12,2.3288906757914,Intra,533,12,1.4130757986336,7,13,1.5171515848933,24,0.5,,1483.5714286,,,207.40328571,5,1,1,25,11,2.226997805,19.3,32.833333333,231,394,0
09DITO,CapBac&CasDec,11,18,10,2.1972245773362,Hetero.diff,24,5,1.1531071174454,0,0,0,12,0.8333333333,,427.16666667,,,59.7179,70,3,2,16,9,2.0794415417,17.1,23.909090909,188,263,0.270719892
09DITO,CapBac&CasSyl,11,16,11,2.3066687254045,Hetero.diff,49,7,1.669408629,8,15,1.991346413411,12,0.9166666667,,284.61538462,123.33333333,,42.083230769,50,3,2,16,11,2.3066687254,18.8,21.727272727,207,239,0.267733558
09DITO,CapBac&CelIgu,4,5,3,1.0549201679861,Hetero.diff,39,6,1.1087297458842,4,10,1.0888999753452,12,0.25,,563.21428571,,,78.737357143,60,3,2,3,2,0.6365141683,10.0,10,40,40,0.265064061
09DITO,CapBac&TreMic,9,20,7,1.7921149126805,Hetero.diff,55,11,1.724425079678,5,8,1.4941751382893,12,0.5833333333,,189.58333333,,355.71428571,34.092321429,15,3,2,20,7,1.7921149127,18.9,30.888888889,170,278,0.2643121
09DITO,CasDec,1,2,1,0,Intra,0,0,0,4,8,1.3208883431493,24,0.0416666667,,,,,0,95,1,1,0,0,0,0.0,0,0,0,0
09DITO,CasDec&CasSyl,5,11,5,1.5157079520857,Hetero.same,18,3,0.9009088732255,2,3,0.6365141682948,12,0.4166666667,,,250,,4.65,85,2,2,3,2,0.6365141683,10.8,13,54,65,0.141899453
09DITO,CasDec&CelIgu,8,15,8,1.7716239556774,Hetero.diff,0,0,0,1,6,0,12,0.6666666667,,,,,0,90,3,2,6,4,1.2424533249,10.5,11.875,84,95,0.244484426
09DITO,CasDec&TreMic,8,10,8,2.0253262207701,Hetero.diff,137,4,0.4300556546575,2,7,0.4101163182884,12,0.6666666667,,,,255,5.44,60,3,2,5,4,1.3321790402,8.9,11.625,71,93,0.243732464
09DITO,CasSyl,7,13,6,1.4844575358175,Intra,16,5,1.2996509635499,5,5,1.6094379124341,24,0.25,,,,,0,40,1,1,5,3,0.9502705392,15.3,15.285714286,107,107,0
09DITO,CasSyl&CelIgu,4,5,4,1.3321790402101,Hetero.diff,22,1,0,4,5,1.3321790402101,12,0.3333333333,,,80,,1.488,20,3,2,4,3,1.0397207708,16.5,19,66,76,0.241498092
09DITO,CasSyl&TreMic,7,20,7,1.7489626018128,Hetero.diff,44,4,1.2639119752963,9,26,1.8539127289737,12,0.5833333333,,,100,1107.6923077,25.490769231,35,3,2,10,4,1.1682824502,19.4,27.428571429,136,192,0.24074613
09DITO,CelIgu,3,4,3,1.0397207708399,Intra,26,2,0.2711893730418,1,6,0,24,0.125,,,,,0,40,1,1,3,2,0.6365141683,12.0,16,36,48,0
09DITO,CelIgu&TreMic,9,19,9,2.0867687549639,Hetero.same,66,8,1.1011185077704,6,19,1.5663734603317,12,0.75,,,,499.44444444,10.654814815,5,2,2,12,6,1.6326309272,16.4,22.555555556,148,203,0.166769626
09DITO,Control,4,10,4,1.1682824501766,Control,0,0,0,1,6,0,0,,,,,,,,0,0,3,1,0,5.5,5.5,22,22,
09DITO,TreMic,14,33,13,2.4351663745469,Intra,284,10,1.1507894592128,10,27,1.9924403421834,24,0.5416666667,,,,997.22222222,21.274074074,5,1,1,27,10,2.1720543497,17.4,24.214285714,244,339,0
10JG,AcnArb,6,9,6,1.6769877743224,Intra,76,5,0.6740795029795,3,3,1.0986122886681,24,0.25,1438,,,,439.78833333,10,1,1,9,6,1.6769877743,20.5,27.5,123,165,0
10JG,AcnArb&CapBac,9,19,8,1.9133036567532,Hetero.same,5,3,0.9502705392332,2,2,0.6931471805599,12,0.6666666667,101.75,701.07142857,,,129.12832738,25,2,2,19,8,1.9133036568,22.4,31.666666667,202,285,0.143088167
10JG,AcnArb&CasDec,2,3,2,0.6365141682948,Hetero.diff,38,5,0.7789652338876,2,8,0.5623351446188,12,0.1666666667,153.33333333,,,,46.894444444,10,3,2,3,2,0.6365141683,30.0,30,60,60,0.260444172
10JG,AcnArb&CasSyl,18,36,16,2.5701918551643,Hetero.diff,150,11,1.1304377329019,5,12,1.2342678660791,12,1.3333333333,1216.1428571,,55,,372.96002381,50,3,2,29,12,2.2527823157,13.4,13.611111111,241,245,0.257457838
10JG,AcnArb&CelIgu,2,2,2,0.6931471805599,Hetero.diff,60,5,0.6073025403089,1,1,0,12,0.1666666667,104,,,,31.806666667,35,3,2,1,1,0,23.5,23.5,47,47,0.254788341
10JG,AcnArb&TreMic,10,30,9,1.9183058107164,Hetero.diff,61,8,1.2338193463406,2,7,0.4101163182884,12,0.75,100,,,564.61538462,42.628461538,30,3,2,29,8,1.8332700669,19.4,23.6,194,236,0.25403638
10JG,All,12,30,11,2.1238608471839,Hetero.All,241,22,1.9954227520317,9,30,1.9357474155086,4,2.75,268.33333333,213.33333333,60,727.27272727,128.52042929,20,6,6,27,9,1.9279182855,14.7,14.75,176,177,0.431177611
10JG,CapBac,9,12,9,2.0947290475277,Intra,3,3,1.0986122886681,3,5,0.9502705392332,24,0.375,,940.71428571,,,131.51185714,90,1,1,10,7,1.8343719703,19.1,19.111111111,172,172,0
10JG,CapBac&CasDec,3,6,3,1.0114042647074,Hetero.diff,9,1,0,2,3,0.6365141682948,12,0.25,,212,,,29.6376,80,3,2,6,3,1.0114042647,22.0,29.666666667,66,89,0.270719892
10JG,CapBac&CasSyl,12,27,12,2.3015799793484,Hetero.diff,211,11,1.5865443004855,5,13,1.377819508039,12,1,,1000,60,,140.916,20,3,2,27,12,2.3015799793,25.0,35.916666667,300,431,0.267733558
10JG,CapBac&CelIgu,8,12,8,1.9792045174343,Hetero.diff,428,11,1.5204833431558,8,16,2.0140355237093,12,0.6666666667,,719.5,,,100.5861,10,3,2,11,7,1.8462202193,21.6,33.375,173,267,0.265064061
10JG,CapBac&TreMic,16,48,16,2.5111767912168,Hetero.diff,61,10,1.711210979905,4,10,0.9404479886553,12,1.3333333333,,265.5,,795.83333333,54.094677778,60,3,2,39,12,2.1808323488,18.4,24.3125,294,389,0.2643121
10JG,CasDec,6,7,6,1.7478680974668,Intra,53,10,1.8942403232596,4,5,1.3321790402101,24,0.25,,,,,0,40,1,1,6,5,1.560710409,16.0,16,96,96,0
10JG,CasDec&CasSyl,2,2,2,0.6931471805599,Hetero.same,145,8,1.5776657343733,3,3,1.0986122886681,12,0.1666666667,,,80,,1.488,60,2,2,1,1,0,6.0,6,12,12,0.141899453
10JG,CasDec&CelIgu,5,6,5,1.5607104090414,Hetero.diff,0,0,0,4,5,1.3321790402101,12,0.4166666667,,,,,0,60,3,2,5,4,1.3321790402,12.2,14.8,61,74,0.244484426
10JG,CasDec&TreMic,9,17,9,1.9561874676605,Hetero.diff,176,18,1.5568162703531,5,10,1.2275294114572,12,0.75,,,,862.22222222,18.394074074,25,3,2,12,5,1.357977855,14.3,26,129,234,0.243732464
10JG,CasSyl,3,3,3,1.0986122886681,Intra,111,7,1.5256455941053,2,4,0.5623351446188,24,0.125,,,142.5,,2.6505,30,1,1,2,2,0.6931471806,17.7,17.666666667,53,53,0
10JG,CasSyl&CelIgu,4,5,4,1.3321790402101,Hetero.diff,40,4,1.1380426473738,2,2,0.6931471805599,12,0.3333333333,,,180,,3.348,30,3,2,2,2,0.6931471806,9.5,9.5,38,38,0.241498092
10JG,CasSyl&TreMic,10,27,10,1.9202270111764,Hetero.diff,403,19,1.7547127053623,10,20,2.0161537172614,12,0.8333333333,,,,547.69230769,11.684102564,5,3,2,25,8,1.7332171817,18.5,40.8,185,408,0.24074613
10JG,CelIgu,6,9,6,1.5810937501718,Intra,248,4,1.0100638384816,3,3,1.0986122886681,24,0.25,,,,,0,30,1,1,8,5,1.3862943611,13.7,13.666666667,82,82,0
10JG,CelIgu&TreMic,9,23,9,2.0801158527563,Hetero.same,156,12,1.342327736338,3,13,0.9110175397126,12,0.75,,,,746.92307692,15.934358974,10,2,2,22,8,1.9876923464,17.7,19.444444444,159,175,0.166769626
10JG,Control,5,7,5,1.5498260458782,Control,345,6,0.9508933831755,1,2,0,0,,,,,,,,0,0,4,3,1.0397207708,7.2,10.8,36,54,
10JG,TreMic,12,27,12,2.1662636828696,Intra,436,16,1.3679834526643,3,4,1.0397207708399,24,0.5,,,,424.66666667,9.0595555556,40,1,1,22,8,1.7677614723,18.7,28,224,336,0
