Site,Treatment,Treat2,Plot,plant_sp,N Rows,Grass,Height.avg,Diameter,Fruit.number,Fruit.per.ind,Visits,Visits.per.ind,n.seeds_avg,sum.seeds,seeds.per.ind,Div_treat,logHeight,LogDiam,root_grass,log_fruit_percapita
04AJ,CasSyl&CelIgu,Hetero.diff,11,Celtis_iguanaea,4,100,77.33333333,22.215,0,0,0,0,0,0,0,2,4.360973225,3.144798621,10,0
04AJ,CasSyl&TreMic,Hetero.diff,2,Casearia_sylvestris,4,100,97.33333333,30.3775,0,0,0,0,0,0,0,2,4.588363068,3.446091076,10,0
04AJ,CasSyl&TreMic,Hetero.diff,2,Trema_micrantha,4,100,197,32.5225,1417.142857,118.0952381,14,1.166666667,0.8125,13,1.083333333,2,5.288267031,3.512216855,10,4.779923493
04AJ,CelIgu,Intra,5,Celtis_iguanaea,4,90,97.33333333,14.4725,0,0,0,0,10.1,101,4.208333333,1,4.588363068,2.739064255,9.486832981,0
04AJ,CelIgu&TreMic,Hetero.same,17,Celtis_iguanaea,4,90,118.3333333,19.765,0,0,0,0,0,0,0,2,4.781920697,3.033268877,9.486832981,0
04AJ,CelIgu&TreMic,Hetero.same,17,Trema_micrantha,4,90,276.6666667,25.9625,273,22.75,7,0.583333333,2.333333333,28,2.333333333,2,5.626421354,3.294447012,9.486832981,3.16758253
04AJ,TreMic,Intra,18,Trema_micrantha,4,100,289.3333333,64.255,497.5,20.72916667,11,0.458333333,9.2,92,3.833333333,1,5.671029688,4.178302672,10,3.078655444
05PF1,AcnArb,Intra,1,Acnistus_arborescens,4,40,259.3333333,77.5175,942.4,39.26666667,6,0.25,32,352,14.66666667,1,5.561962861,4.36332153,6.32455532,3.695523997
05PF1,AcnArb&CapBac,Hetero.same,5,Acnistus_arborescens,4,60,274.3333333,53.43,179,14.91666667,3,0.25,11,99,8.25,2,5.617982485,3.996915472,7.745966692,2.767366778
05PF1,AcnArb&CapBac,Hetero.same,5,Capsicum_baccatum,4,60,82.66666667,20.775,170.4285714,14.20238095,1,0.083333333,7,35,2.916666667,2,4.426840651,3.080762523,7.745966692,2.721452057
05PF1,AcnArb&CasDec,Hetero.diff,15,Acnistus_arborescens,4,30,358.3333333,87.8625,265,22.08333333,2,0.166666667,30.35714286,425,35.41666667,2,5.884250463,4.487090231,5.477225575,3.139110856
05PF1,AcnArb&CasSyl,Hetero.diff,16,Acnistus_arborescens,4,60,293,105.5075,133.4,11.11666667,2,0.166666667,17.28571429,242,20.16666667,2,5.683579767,4.668215405,7.745966692,2.494581915
05PF1,AcnArb&CasSyl,Hetero.diff,16,Casearia_sylvestris,4,60,111.6666667,24.8675,80,6.666666667,0,0,0,0,0,2,4.724433607,3.252987354,7.745966692,2.036881927
05PF1,AcnArb&CelIgu,Hetero.diff,18,Acnistus_arborescens,4,40,295.3333333,63.7525,243,20.25,0,0,15.875,254,21.16666667,2,5.691484947,4.17057231,6.32455532,3.056356895
05PF1,AcnArb&CelIgu,Hetero.diff,18,Celtis_iguanaea,4,40,89.33333333,8.255,0,0,0,0,0,0,0,2,4.503506532,2.225163946,6.32455532,0
05PF1,AcnArb&TreMic,Hetero.diff,8,Acnistus_arborescens,4,15,185.3333333,62.7025,1050,87.5,2,0.166666667,7.2,36,3,2,5.227537184,4.154223808,3.872983346,4.483002552
05PF1,AcnArb&TreMic,Hetero.diff,8,Trema_micrantha,4,15,372.6666667,48.495,300,25,2,0.166666667,17.1,171,14.25,2,5.923364134,3.901871654,3.872983346,3.258096538
05PF1,All,Hetero.All,23,Acnistus_arborescens,4,20,307.6666667,103.4375,350,87.5,2,0.5,3,6,1.5,6,5.732261946,4.648588806,4.472135955,4.483002552
05PF1,All,Hetero.All,23,Capsicum_baccatum,3,20,161.6666667,48.38,164.5454545,41.13636364,0,0,20.25,162,40.5,6,5.091703117,3.899545484,4.472135955,3.740911112
05PF1,All,Hetero.All,23,Casearia_sylvestris,3,20,113.3333333,34.36666667,20,5,1,0.25,0,0,0,6,4.739118158,3.565769757,4.472135955,1.791759469
05PF1,All,Hetero.All,23,Celtis_iguanaea,4,20,112.6666667,21.9,0,0,0,0,0,0,0,6,4.733270189,3.131136911,4.472135955,0
05PF1,All,Hetero.All,23,Trema_micrantha,4,20,323.3333333,68.3975,356.9230769,89.23076923,5,1.25,13.625,109,27.25,6,5.781771793,4.239850844,4.472135955,4.502370491
05PF1,CapBac,Intra,9,Capsicum_baccatum,4,20,170,31.95,503.8461538,20.99358974,4,0.166666667,43.14285714,604,25.16666667,1,5.141663557,3.494991261,4.472135955,3.090751036
05PF1,CapBac&CasDec,Hetero.diff,3,Capsicum_baccatum,4,42,160.3333333,30.2975,176.3333333,14.69444444,7,0.583333333,19.92307692,259,21.58333333,2,5.083472618,3.443538222,6.480740698,2.753306793
05PF1,CapBac&CasSyl,Hetero.diff,17,Capsicum_baccatum,4,50,153.3333333,50.805,248.1818182,20.68181818,2,0.166666667,33.38888889,601,50.08333333,2,5.039114765,3.94748667,7.071067812,3.076474038
05PF1,CapBac&CasSyl,Hetero.diff,17,Casearia_sylvestris,4,50,134.3333333,28.3525,100,8.333333333,0,0,0,0,0,2,4.907740871,3.379377722,7.071067812,2.233592222
05PF1,CapBac&CelIgu,Hetero.diff,13,Capsicum_baccatum,4,60,153.3333333,45.2725,413.8461538,34.48717949,6,0.5,51.66666667,930,77.5,2,5.039114765,3.834547832,7.745966692,3.56917149
05PF1,CapBac&CelIgu,Hetero.diff,13,Celtis_iguanaea,4,60,68.33333333,11.9375,0,0,0,0,0,0,0,2,4.238925791,2.560130071,7.745966692,0
05PF1,CapBac&TreMic,Hetero.diff,12,Capsicum_baccatum,4,17,171.6666667,35.4675,453.5714286,37.79761905,8,0.666666667,17.33333333,260,21.66666667,2,5.151362954,3.596421453,4.123105626,3.65835888
05PF1,CapBac&TreMic,Hetero.diff,12,Trema_micrantha,4,17,275,54.1275,343.0769231,28.58974359,1,0.083333333,16.09090909,177,14.75,2,5.620400866,4.009648684,4.123105626,3.387427801
05PF1,CasDec&CasSyl,Hetero.same,6,Casearia_sylvestris,4,80,131,48.4475,0,0,0,0,3.1,31,2.583333333,2,4.882801923,3.900911501,8.94427191,0
05PF1,CasDec&CelIgu,Hetero.diff,14,Celtis_iguanaea,4,40,101.6666667,13.8275,0,0,0,0,5,5,0.416666667,2,4.631487495,2.696483565,6.32455532,0
05PF1,CasDec&TreMic,Hetero.diff,19,Trema_micrantha,4,25,302,89.31,434.6153846,36.21794872,5,0.416666667,10.05882353,171,14.25,2,5.713732806,4.503248196,5,3.616791137
05PF1,CasSyl,Intra,4,Casearia_sylvestris,4,70,91.66666667,37.39,0,0,1,0.041666667,7.222222222,65,2.708333333,1,4.529008825,3.647797009,8.366600265,0
05PF1,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,4,65,126,31.34,55,4.583333333,0,0,1.636363636,18,1.5,2,4.844187086,3.476304854,8.062257748,1.71978597
05PF1,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,4,65,88,18.4975,0,0,0,0,0,0,0,2,4.48863637,2.970286252,8.062257748,0
05PF1,CasSyl&TreMic,Hetero.diff,20,Casearia_sylvestris,4,20,111.6666667,44.5425,0,0,0,0,0,0,0,2,4.724433607,3.818645956,4.472135955,0
05PF1,CasSyl&TreMic,Hetero.diff,20,Trema_micrantha,4,20,347.6666667,63.7025,358.5714286,29.88095238,7,0.583333333,8.428571429,118,9.833333333,2,5.854116356,4.169799841,4.472135955,3.430139566
05PF1,CelIgu,Intra,10,Celtis_iguanaea,4,30,104.3333333,15.675,0,0,0,0,7.416666667,89,3.708333333,1,4.657129925,2.813910592,5.477225575,0
05PF1,CelIgu&TreMic,Hetero.same,11,Celtis_iguanaea,4,25,58.33333333,11.4375,0,0,0,0,0,0,0,2,4.083171262,2.520716102,5,0
05PF1,CelIgu&TreMic,Hetero.same,11,Trema_micrantha,4,25,235,48.9,407.1428571,33.92857143,7,0.583333333,16.33333333,294,24.5,2,5.463831805,3.910021003,5,3.55330516
05PF1,TreMic,Intra,2,Trema_micrantha,4,22,270.3333333,63.1,359.3333333,14.97222222,15,0.625,22.21428571,311,12.95833333,1,5.603348077,4.160444364,4.69041576,2.770851102
06PF2,AcnArb,Intra,22,Acnistus_arborescens,4,70,251,78.59,191,7.958333333,6,0.25,13.09090909,144,6,1,5.529429088,4.376888457,8.366600265,2.192584198
06PF2,AcnArb&CapBac,Hetero.same,21,Acnistus_arborescens,4,40,249.3333333,104.1775,166.25,13.85416667,6,0.5,4.571428571,32,2.666666667,2,5.522793363,4.655649399,6.32455532,2.69828041
06PF2,AcnArb&CapBac,Hetero.same,21,Capsicum_baccatum,4,40,147.3333333,29.805,403.6363636,33.63636364,7,0.583333333,3.375,27,2.25,2,4.999461993,3.427677014,6.32455532,3.544904102
06PF2,AcnArb&CasDec,Hetero.diff,19,Acnistus_arborescens,4,70,284.3333333,73.495,161.4285714,13.45238095,8,0.666666667,9.363636364,103,8.583333333,2,5.653658087,4.310732009,8.366600265,2.670859173
06PF2,AcnArb&CasSyl,Hetero.diff,16,Acnistus_arborescens,4,20,230,83.945,77.125,6.427083333,6,0.5,17.08333333,205,17.08333333,2,5.442417711,4.442003988,4.472135955,2.005133229
06PF2,AcnArb&CasSyl,Hetero.diff,16,Casearia_sylvestris,4,20,122,30.6025,50,4.166666667,0,0,0,0,0,2,4.812184355,3.453236231,4.472135955,1.642227735
06PF2,AcnArb&CelIgu,Hetero.diff,12,Acnistus_arborescens,4,35,287.6666667,94.19,268.375,22.36458333,5,0.416666667,3.545454545,39,3.25,2,5.66527262,4.555874894,5.916079783,3.151221343
06PF2,AcnArb&CelIgu,Hetero.diff,12,Celtis_iguanaea,4,35,158.3333333,32.29,0,0,0,0,0,0,0,2,5.070998444,3.505257052,5.916079783,0
06PF2,AcnArb&TreMic,Hetero.diff,17,Acnistus_arborescens,4,4,215,47.7225,120,10,0,0,0,0,0,2,5.375278408,3.886140936,2,2.397895273
06PF2,AcnArb&TreMic,Hetero.diff,17,Trema_micrantha,4,4,365.6666667,59.95,401.4666667,33.45555556,7,0.583333333,7,77,6.416666667,2,5.90445317,4.110053856,2,3.539670249
06PF2,All,Hetero.All,6,Acnistus_arborescens,4,10,280.3333333,153.83,88.22222222,22.05555556,8,2,9.125,73,18.25,6,5.639540206,5.042327741,3.16227766,3.137906762
06PF2,All,Hetero.All,6,Capsicum_baccatum,2,10,117,44.22,733.6363636,183.4090909,1,0.25,6.333333333,57,14.25,6,4.770684624,3.811539467,3.16227766,5.21715661
06PF2,All,Hetero.All,6,Casearia_sylvestris,4,10,151.6666667,81.015,140,35,0,0,0.333333333,1,0.25,6,5.028256896,4.406902157,3.16227766,3.583518938
06PF2,All,Hetero.All,6,Celtis_iguanaea,4,10,143,43.62,0,0,0,0,0,0,0,6,4.9698133,3.798182189,3.16227766,0
06PF2,All,Hetero.All,6,Trema_micrantha,4,10,298.6666667,72.7475,297.7777778,74.44444444,12,3,13.5,108,27,6,5.702670746,4.300647096,3.16227766,4.32339655
06PF2,CapBac,Intra,20,Capsicum_baccatum,4,40,145.3333333,45.8375,334.1666667,13.92361111,4,0.166666667,12.1,121,5.041666667,1,4.985887124,3.846684164,6.32455532,2.702944597
06PF2,CapBac&CasDec,Hetero.diff,23,Capsicum_baccatum,4,50,127.3333333,49.01,319,26.58333333,4,0.333333333,23.06666667,346,28.83333333,2,4.854631045,3.912222985,7.071067812,3.317211726
06PF2,CapBac&CasSyl,Hetero.diff,3,Capsicum_baccatum,4,20,148.6666667,52.125,383.3333333,31.94444444,11,0.916666667,11,132,11,2,5.008410599,3.972647627,4.472135955,3.494822641
06PF2,CapBac&CasSyl,Hetero.diff,3,Casearia_sylvestris,4,20,140.6666667,52.41,0,0,1,0.083333333,0,0,0,2,4.95347688,3.977997994,4.472135955,0
06PF2,CapBac&CelIgu,Hetero.diff,8,Capsicum_baccatum,4,30,156.6666667,51.8125,418.4615385,34.87179487,3,0.25,20.125,322,26.83333333,2,5.0604831,3.966747905,5.477225575,3.579951329
06PF2,CapBac&CelIgu,Hetero.diff,8,Celtis_iguanaea,4,30,205,52.71,40,3.333333333,2,0.166666667,0,0,0,2,5.327876169,3.983599204,5.477225575,1.466337069
06PF2,CapBac&TreMic,Hetero.diff,11,Capsicum_baccatum,4,4,149,49.9975,277.6666667,23.13888889,8,0.666666667,10.15384615,132,11,2,5.010635294,3.931776612,2,3.183824187
06PF2,CapBac&TreMic,Hetero.diff,11,Trema_micrantha,4,4,375.3333333,75.35,428.5714286,35.71428571,16,1.333333333,10.7,107,8.916666667,2,5.930475275,4.335328032,2,3.603165936
06PF2,CasDec&CasSyl,Hetero.same,15,Casearia_sylvestris,4,5,154,39.9225,70,5.833333333,3,0.25,0.444444444,4,0.333333333,2,5.043425117,3.711680034,2.236067977,1.921812597
06PF2,CasDec&CelIgu,Hetero.diff,1,Celtis_iguanaea,4,15,189.6666667,48.7575,0,0,1,0.083333333,8,32,2.666666667,2,5.250526703,3.907161206,3.872983346,0
06PF2,CasDec&TreMic,Hetero.diff,2,Trema_micrantha,4,10,315.6666667,57.0675,652.8571429,54.4047619,7,0.583333333,5.533333333,83,6.916666667,2,5.757849696,4.061606127,3.16227766,4.014665545
06PF2,CasSyl,Intra,9,Casearia_sylvestris,4,8,144.3333333,35.08,300,12.5,0,0,0.545454545,6,0.25,1,4.979029954,3.585738695,2.828427125,2.602689685
06PF2,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,4,10,140.6666667,74.36,200,16.66666667,2,0.166666667,15.92307692,207,17.25,2,4.95347688,4.32227663,3.16227766,2.871679625
06PF2,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,4,10,220.6666667,56.95,50,4.166666667,0,0,0,0,0,2,5.401174752,4.05958057,3.16227766,1.642227735
06PF2,CasSyl&TreMic,Hetero.diff,5,Casearia_sylvestris,4,3,153,60.75,100,8.333333333,0,0,1,1,0.083333333,2,5.036952602,4.123093976,1.732050808,2.233592222
06PF2,CasSyl&TreMic,Hetero.diff,5,Trema_micrantha,4,3,438,78.3925,882,73.5,17,1.416666667,11.5,184,15.33333333,2,6.084499413,4.374403905,1.732050808,4.310799125
06PF2,CelIgu,Intra,4,Celtis_iguanaea,4,25,171,27.9775,0,0,0,0,8.8,132,5.5,1,5.147494477,3.366519667,5,0
06PF2,CelIgu&TreMic,Hetero.same,18,Celtis_iguanaea,5,15,88.66666667,11.636,0,0,0,0,0,0,0,2,4.496099091,2.536549883,3.872983346,0
06PF2,CelIgu&TreMic,Hetero.same,18,Trema_micrantha,4,15,411.6666667,63.015,314.5454545,26.21212121,6,0.5,9.764705882,166,13.83333333,2,6.022640165,4.159117431,3.872983346,3.303662507
06PF2,TreMic,Intra,10,Trema_micrantha,4,12,400.6666667,50.355,473.3333333,19.72222222,18,0.75,2.909090909,32,1.333333333,1,5.995622557,3.938762303,3.464101615,3.031206662
07ZM,AcnArb,Intra,17,Acnistus_arborescens,4,10,275.6666667,115.2575,226.875,9.453125,6,0.25,5.384615385,70,2.916666667,1,5.622813412,4.755807559,3.16227766,2.346900977
07ZM,AcnArb&CapBac,Hetero.same,20,Acnistus_arborescens,4,5,261.6666667,95.3125,154.3333333,12.86111111,7,0.583333333,24,192,16,2,5.570885801,4.567598113,2.236067977,2.629087157
07ZM,AcnArb&CapBac,Hetero.same,20,Capsicum_baccatum,4,5,173.3333333,52.38,272.7857143,22.73214286,2,0.166666667,25.23076923,328,27.33333333,2,5.160969175,3.977436144,2.236067977,3.166830368
07ZM,AcnArb&CasDec,Hetero.diff,13,Acnistus_arborescens,4,10,254,81.8325,225.625,18.80208333,6,0.5,34.75,417,34.75,2,5.541263545,4.416820496,3.16227766,2.985787151
07ZM,AcnArb&CasSyl,Hetero.diff,18,Acnistus_arborescens,4,10,256.6666667,73.8725,148.3333333,12.36111111,8,0.666666667,13.88235294,236,19.66666667,2,5.55166676,4.315786667,3.16227766,2.592348332
07ZM,AcnArb&CasSyl,Hetero.diff,18,Casearia_sylvestris,4,10,146.6666667,50.0375,123.3333333,10.27777778,0,0,0,0,0,2,4.994957482,3.932560657,3.16227766,2.422834221
07ZM,AcnArb&CelIgu,Hetero.diff,3,Acnistus_arborescens,4,1,220.6666667,82.835,233.7692308,19.48076923,9,0.75,13.94444444,251,20.91666667,2,5.401174752,4.428850581,1,3.01948636
07ZM,AcnArb&CelIgu,Hetero.diff,3,Celtis_iguanaea,4,1,66.66666667,20.005,0,0,0,0,0,0,0,2,4.21459369,3.044760505,1,0
07ZM,AcnArb&TreMic,Hetero.diff,15,Acnistus_arborescens,4,20,217,67.12,160.625,13.38541667,5,0.416666667,13.5,81,6.75,2,5.384495063,4.221270856,4.472135955,2.666214962
07ZM,AcnArb&TreMic,Hetero.diff,15,Trema_micrantha,4,20,341.3333333,53.375,406.6666667,33.88888889,8,0.666666667,19.85714286,139,11.58333333,2,5.835784921,3.995904489,4.472135955,3.552168409
07ZM,All,Hetero.All,1,Acnistus_arborescens,4,5,294.3333333,107.6975,86.16666667,21.54166667,0,0,1,5,1.25,6,5.688104662,4.688568795,2.236067977,3.115365448
07ZM,All,Hetero.All,1,Capsicum_baccatum,3,5,138.6666667,41.12,146,36.5,1,0.25,8,56,14,6,4.939258631,3.740522687,2.236067977,3.624340933
07ZM,All,Hetero.All,1,Casearia_sylvestris,4,5,136.6666667,62.6775,206.6666667,51.66666667,0,0,0,0,0,6,4.924835305,4.153831282,2.236067977,3.963982744
07ZM,All,Hetero.All,1,Celtis_iguanaea,2,5,71.33333333,28.53,0,0,0,0,0,0,0,6,4.281285065,3.385406696,2.236067977,0
07ZM,All,Hetero.All,1,Trema_micrantha,4,5,345.6666667,76.6775,185.4545455,46.36363636,3,0.75,10.625,85,21.25,6,5.848363704,4.35256564,2.236067977,3.857854769
07ZM,CapBac,Intra,16,Capsicum_baccatum,4,40,140,46.4275,352.1875,14.67447917,13,0.541666667,15.06666667,226,9.416666667,1,4.94875989,3.859202229,6.32455532,2.752033859
07ZM,CapBac&CasDec,Hetero.diff,22,Capsicum_baccatum,4,5,187,54.705,551.5384615,45.96153846,12,1,32.72222222,589,49.08333333,2,5.236441963,4.02006991,2.236067977,3.849328936
07ZM,CapBac&CasSyl,Hetero.diff,23,Capsicum_baccatum,4,5,156.6666667,46.2225,290.3846154,24.19871795,12,1,55,880,73.33333333,2,5.0604831,3.854870474,2.236067977,3.226793118
07ZM,CapBac&CasSyl,Hetero.diff,23,Casearia_sylvestris,4,5,172.6666667,70.445,160,13.33333333,1,0.083333333,5,10,0.833333333,2,5.157137753,4.268927923,2.236067977,2.662587827
07ZM,CapBac&CelIgu,Hetero.diff,4,Capsicum_baccatum,4,35,125,44.79,205.7692308,17.1474359,1,0.083333333,17.8125,285,23.75,2,4.836281907,3.824065727,5.916079783,2.898529278
07ZM,CapBac&CelIgu,Hetero.diff,4,Celtis_iguanaea,4,35,46,17.7775,0,0,0,0,0,0,0,2,3.850147602,2.932659345,5.916079783,0
07ZM,CapBac&TreMic,Hetero.diff,9,Capsicum_baccatum,4,10,133,54.925,139.1666667,11.59722222,19,1.583333333,12.375,99,8.25,2,4.8978398,4.024011507,3.16227766,2.533476331
07ZM,CapBac&TreMic,Hetero.diff,9,Trema_micrantha,4,10,351,60.47,401.25,33.4375,6,0.5,29.58333333,355,29.58333333,2,5.863631176,4.118549251,3.16227766,3.539146087
07ZM,CasDec&CasSyl,Hetero.same,7,Casearia_sylvestris,4,10,168.3333333,81.65,587.5,48.95833333,1,0.083333333,10.8,108,9,2,5.131869159,4.414614824,3.16227766,3.911189325
07ZM,CasDec&CelIgu,Hetero.diff,12,Celtis_iguanaea,4,5,105,32.0575,0,0,0,0,0,0,0,2,4.663439094,3.498248469,2.236067977,0
07ZM,CasDec&TreMic,Hetero.diff,6,Trema_micrantha,4,5,365.6666667,62.88,406,33.83333333,7,0.583333333,7.352941176,125,10.41666667,2,5.90445317,4.157006323,2.236067977,3.550574783
07ZM,CasSyl,Intra,5,Casearia_sylvestris,4,15,134.6666667,29.65,400,16.66666667,1,0.041666667,10.2,102,4.25,1,4.910200897,3.422632662,3.872983346,2.871679625
07ZM,CasSyl&CelIgu,Hetero.diff,14,Casearia_sylvestris,4,15,158.3333333,38.4575,0,0,1,0.083333333,4.285714286,30,2.5,2,5.070998444,3.675224143,3.872983346,0
07ZM,CasSyl&CelIgu,Hetero.diff,14,Celtis_iguanaea,4,15,169.3333333,17.4175,0,0,0,0,1.25,5,0.416666667,2,5.137757301,2.9133013,3.872983346,0
07ZM,CasSyl&TreMic,Hetero.diff,19,Casearia_sylvestris,4,10,161.3333333,65.605,265,22.08333333,0,0,2,2,0.166666667,2,5.089651834,4.19877965,3.16227766,3.139110856
07ZM,CasSyl&TreMic,Hetero.diff,19,Trema_micrantha,4,10,339.3333333,58.1125,536,44.66666667,10,0.833333333,12.83333333,231,19.25,2,5.829925529,4.079442408,3.16227766,3.821368637
07ZM,CelIgu,Intra,21,Celtis_iguanaea,4,5,189.6666667,52.6175,50,2.083333333,0,0,24.15384615,314,13.08333333,1,5.250526703,3.981875507,2.236067977,1.126011263
07ZM,CelIgu&TreMic,Hetero.same,2,Celtis_iguanaea,4,2,38.66666667,11.2975,0,0,0,0,0,0,0,2,3.680511205,2.50939599,1.414213562,0
07ZM,CelIgu&TreMic,Hetero.same,2,Trema_micrantha,4,2,264,61.155,392.7272727,32.72727273,10,0.833333333,9.6875,155,12.91666667,2,5.579729826,4.129631265,1.414213562,3.51830679
07ZM,TreMic,Intra,11,Trema_micrantha,4,1,390.6666667,51.935,522,21.75,12,0.5,6.277777778,113,4.708333333,1,5.970411138,3.969064746,1,3.124565145
08NEI,AcnArb,Intra,20,Acnistus_arborescens,4,35,274.3333333,58.625,316.25,13.17708333,10,0.416666667,35.6,534,22.25,1,5.617982485,4.088074949,5.916079783,2.651626811
08NEI,AcnArb&CapBac,Hetero.same,18,Acnistus_arborescens,4,35,241.6666667,52.7775,160,13.33333333,3,0.25,42.72727273,470,39.16666667,2,5.49168876,3.984855164,5.916079783,2.662587827
08NEI,AcnArb&CapBac,Hetero.same,18,Capsicum_baccatum,4,35,133.3333333,26.7975,291.6666667,24.30555556,0,0,32.5,130,10.83333333,2,4.900324273,3.324946089,5.916079783,3.231023959
08NEI,AcnArb&CasDec,Hetero.diff,10,Acnistus_arborescens,4,60,311.6666667,72.3525,200,16.66666667,4,0.333333333,47.35294118,805,67.08333333,2,5.74513766,4.295276587,7.745966692,2.871679625
08NEI,AcnArb&CasSyl,Hetero.diff,14,Acnistus_arborescens,3,40,361,116.92,141.6666667,11.80555556,3,0.25,92.8,1392,116,2,5.891644212,4.770006428,6.32455532,2.549879105
08NEI,AcnArb&CasSyl,Hetero.diff,14,Casearia_sylvestris,4,40,157.6666667,40.7725,30,2.5,0,0,0,0,0,2,5.066805566,3.732238228,6.32455532,1.252762968
08NEI,AcnArb&CelIgu,Hetero.diff,12,Acnistus_arborescens,4,40,269.3333333,70.325,195,16.25,4,0.333333333,49.46666667,742,61.83333333,2,5.599655765,4.267246897,6.32455532,2.847812143
08NEI,AcnArb&CelIgu,Hetero.diff,12,Celtis_iguanaea,4,40,212.3333333,36.5175,0,0,0,0,0,0,0,2,5.362855888,3.624807491,6.32455532,0
08NEI,AcnArb&TreMic,Hetero.diff,23,Acnistus_arborescens,4,8,291.3333333,36.6975,50,4.166666667,0,0,2,2,0.166666667,2,5.677894704,3.629593779,2.828427125,1.642227735
08NEI,AcnArb&TreMic,Hetero.diff,23,Trema_micrantha,4,8,362.6666667,71.0925,483.3333333,40.27777778,10,0.833333333,37.11111111,668,55.66666667,2,5.896237697,4.277950017,2.828427125,3.720324287
08NEI,All,Hetero.All,15,Acnistus_arborescens,4,10,302.3333333,102.4075,25,6.25,7,1.75,36.875,295,73.75,6,5.714832311,4.638677493,3.16227766,1.981001469
08NEI,All,Hetero.All,15,Capsicum_baccatum,3,10,155,33.13666667,101.4285714,25.35714286,0,0,52.125,417,104.25,6,5.049856007,3.530372075,3.16227766,3.271739314
08NEI,All,Hetero.All,15,Casearia_sylvestris,4,10,136,45.85,0,0,0,0,0,0,0,6,4.919980926,3.846951009,3.16227766,0
08NEI,All,Hetero.All,15,Celtis_iguanaea,4,10,185,37.395,0,0,0,0,0,0,0,6,5.225746674,3.647927243,3.16227766,0
08NEI,All,Hetero.All,15,Trema_micrantha,4,10,313.6666667,80.89,296.3636364,74.09090909,6,1.5,53.66666667,483,120.75,6,5.751513878,4.405376883,3.16227766,4.318699501
08NEI,CapBac,Intra,13,Capsicum_baccatum,4,50,111.3333333,33.6275,315.8333333,13.15972222,2,0.083333333,45.05555556,811,33.79166667,1,4.721470641,3.544648164,7.071067812,2.650401471
08NEI,CapBac&CasDec,Hetero.diff,19,Capsicum_baccatum,4,65,114.6666667,23.2425,257.7,21.475,5,0.416666667,14,182,15.16666667,2,4.750712492,3.188107291,8.062257748,3.11240358
08NEI,CapBac&CasSyl,Hetero.diff,4,Capsicum_baccatum,3,30,159,51.74,293.75,24.47916667,2,0.166666667,27.81818182,306,25.5,2,5.075173815,3.965374181,5.477225575,3.237861125
08NEI,CapBac&CasSyl,Hetero.diff,4,Casearia_sylvestris,4,30,155.6666667,34.5075,326.6666667,27.22222222,0,0,24,72,6,2,5.054120406,3.569743942,5.477225575,3.34010969
08NEI,CapBac&CelIgu,Hetero.diff,1,Capsicum_baccatum,4,40,124.3333333,30.9825,351.25,29.27083333,4,0.333333333,7.866666667,118,9.833333333,2,4.830976854,3.465188878,6.32455532,3.410184653
08NEI,CapBac&CelIgu,Hetero.diff,1,Celtis_iguanaea,4,40,281,57.5675,80,6.666666667,1,0.083333333,0,0,0,2,5.641907071,4.070179935,6.32455532,2.036881927
08NEI,CapBac&TreMic,Hetero.diff,5,Capsicum_baccatum,4,30,143,29.7275,132.7272727,11.06060606,2,0.166666667,12.375,99,8.25,2,4.9698133,3.425158019,5.477225575,2.489944444
08NEI,CapBac&TreMic,Hetero.diff,5,Trema_micrantha,4,30,339.3333333,67.1175,425.2941176,35.44117647,24,2,16.26315789,309,25.75,2,5.829925529,4.221234155,5.477225575,3.595699357
08NEI,CasDec&CasSyl,Hetero.same,9,Casearia_sylvestris,4,50,168.6666667,44.9375,80,6.666666667,0,0,25.09090909,276,23,2,5.133835728,3.827281777,7.071067812,2.036881927
08NEI,CasDec&CelIgu,Hetero.diff,22,Celtis_iguanaea,4,40,231,40.15,0,0,0,0,9.666666667,29,2.416666667,2,5.446737372,3.717223927,6.32455532,0
08NEI,CasDec&TreMic,Hetero.diff,6,Trema_micrantha,4,10,421,71.47,313.8461538,26.15384615,9,0.75,12.75,204,17,2,6.045005314,4.283172683,3.16227766,3.301518699
08NEI,CasSyl,Intra,8,Casearia_sylvestris,4,80,123.3333333,22.32,60,2.5,0,0,30,360,15,1,4.822966131,3.149311361,8.94427191,1.252762968
08NEI,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,5,50,131.6666667,47.878,70,5.833333333,0,0,34,34,2.833333333,2,4.887839717,3.889327397,7.071067812,1.921812597
08NEI,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,4,50,245.3333333,59.56,0,0,0,0,26.28571429,368,30.66666667,2,5.506685632,4.103634609,7.071067812,0
08NEI,CasSyl&TreMic,Hetero.diff,16,Casearia_sylvestris,4,20,146.6666667,42.89,100,8.333333333,0,0,1,2,0.166666667,2,4.994957482,3.781686504,4.472135955,2.233592222
08NEI,CasSyl&TreMic,Hetero.diff,16,Trema_micrantha,4,20,374.3333333,64.165,478.75,39.89583333,9,0.75,40.375,646,53.83333333,2,5.92781452,4.176922515,4.472135955,3.711028183
