TREE_ID,Fruit_diameter_mm,leaf_length_cm,leaf_width_cm,branch_length_cm,Fruit_count_branch_cm,Number_leaves_branch,fruit_density,leaf_density,student_group
S4,12.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.3,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.1,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.5,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.3,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.1,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.9,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.2,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.3,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.5,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.1,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,7.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,9.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.1,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.5,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.5,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.6,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.3,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.4,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,12.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,7.9,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,9.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.8,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.2,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,11.7,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S4,10.1,NA,NA,NA,NA,NA,NA,NA,Jordan_Kerkusz
S1,9.9,5,2.1,13.7,11,7,0.802919708,0.510948905,Anisha_and_Dallon
S1,8.8,2.3,1.5,14.9,34,30,2.281879195,2.013422819,Anisha_and_Dallon
S1,8,5.3,2.8,16.7,44,3,2.634730539,0.179640719,Anisha_and_Dallon
S1,9.2,4.4,2.3,13.8,8,4,0.579710145,0.289855073,Anisha_and_Dallon
S1,7.6,2.6,1.5,15.4,26,27,1.688311688,1.753246753,Anisha_and_Dallon
S1,10.2,7.6,3.2,18.2,29,13,1.593406593,0.714285714,Anisha_and_Dallon
S1,9.9,5.9,2.4,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,5.2,3,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.3,4,2.1,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.3,1.5,0.9,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.3,5.5,2.5,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,7.8,4.3,3.6,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9,4,1.9,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,4.9,1.7,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.5,2.2,1.1,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.2,7.1,3.6,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.4,5,2.6,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11,4.5,2.6,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,6,2.7,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.6,2.5,1.2,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,7.5,3.6,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.5,6.5,2.9,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9,4,2.1,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.7,2.2,1.2,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10,2.3,1.2,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.6,4.9,2.3,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.4,4.7,2.5,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,2.4,1.1,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,2.2,1.3,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,12,2.6,1.4,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.7,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.7,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,5.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.6,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.6,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.9,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.6,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.7,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.9,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.6,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.6,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.4,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,11.3,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,8.2,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.8,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,9.1,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
S1,10.5,NA,NA,NA,NA,NA,NA,NA,Anisha_and_Dallon
A2,6.5,5.1,2.9,34.1,20,24,0.586510264,0.703812317,Lauren_and_Sarah
A2,10.2,5.8,2.4,72,16,36,0.222222222,0.5,Lauren_and_Sarah
A2,9.5,6,3,63.2,19,19,0.300632911,0.300632911,Lauren_and_Sarah
A2,9.7,6.2,3.1,47.1,11,48,0.233545648,1.01910828,Lauren_and_Sarah
A2,9.9,7.8,3.4,97,32,47,0.329896907,0.484536083,Lauren_and_Sarah
A2,9.2,5.6,2.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.4,7.3,3.3,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.1,5.9,2.6,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.6,6.8,3.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.3,5.8,2.9,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.9,6.5,3,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.4,4.5,1.8,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.3,4.4,2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.8,5.9,2.7,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10,3.5,1.5,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.5,6.8,3.4,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.1,3.6,1.3,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10,3.5,2.9,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.1,5.9,2.6,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.5,4.5,1.9,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,9.3,4.5,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.7,6.7,3.1,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.8,4.5,2.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.4,4.6,2.6,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.5,5.2,2.8,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.5,5.6,2.8,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,6.6,3.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,5.8,2.8,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8,5.6,3.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.7,5.3,2.2,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.4,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.4,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,7.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.3,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,7.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.4,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,7.9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,8.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.3,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,12.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,12,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.7,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,12.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.6,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.4,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.3,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.4,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.5,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,12.2,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,10.3,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11.1,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,9.8,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A2,11,NA,NA,NA,NA,NA,NA,NA,Lauren_and_Sarah
A5,10.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.1,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.5,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.8,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,7.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,7.7,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,11.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.5,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.1,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.6,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.8,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,11,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,11.3,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.6,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,7.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,8.8,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.7,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.6,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.4,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.2,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,11,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.7,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,11,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.9,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.7,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,10.8,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.7,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A5,9.8,NA,NA,NA,NA,NA,NA,NA,Gemma_and_Devin
A7,10.2,5.1,2.3,37.8,0,0,0,0,Micky_and_Noor
A7,10.3,8.3,4.4,43.8,0,7,0,0.159817352,Micky_and_Noor
A7,9.7,7.7,3.7,21,7,19,0.333333333,0.904761905,Micky_and_Noor
A7,8.7,6.9,3.5,30.3,5,53,0.165016502,1.749174918,Micky_and_Noor
A7,9.2,7.5,4.5,47.4,0,37,0,0.780590717,Micky_and_Noor
A7,9.1,7.3,3.7,NA,NA,NA,NA,NA,Micky_and_Noor
A7,8.6,2.1,1.7,NA,NA,NA,NA,NA,Micky_and_Noor
A7,9.3,6.3,3.6,NA,NA,NA,NA,NA,Micky_and_Noor
A7,10.3,9.1,4.1,NA,NA,NA,NA,NA,Micky_and_Noor
A7,10.4,8.2,4.2,NA,NA,NA,NA,NA,Micky_and_Noor
A7,7.2,4.9,2.8,NA,NA,NA,NA,NA,Micky_and_Noor
A7,7.5,7.4,3.7,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,8.3,4.5,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,3.3,2.6,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,4.5,3,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.4,4.2,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,8.4,5.8,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.4,6.8,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.6,5.5,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.6,6.6,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.4,7.4,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.7,7.4,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,4.9,3.1,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,5.2,2.8,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,4.6,2.5,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,8.8,5.5,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,5.9,3.7,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,6.1,5.9,NA,NA,NA,NA,NA,Micky_and_Noor
A7,NA,7.2,6.5,NA,NA,NA,NA,NA,Micky_and_Noor
