Area,date,hour,bird,Plant_Sp,fruits_eat,pecks,handling_tec,reach,drop_seed,drop_fruit,forest_stratum,tree_structure,time_forag,next_perch
LOS BAEZ,98626,822,PRBU,CUAM,1,5,P,S,0,0,2,3,1,3
LOS BAEZ,98626,823,GRKI,CUAM,1,1,G,F,0,0,3,3,0.5,1
LOS BAEZ,98626,827,GRKI,CUAM,1,1,G,F,0,0,3,3,0.5,3
LOS BAEZ,98626,835,SHTA,MICONIA SP.,4,0,MG,S,0,0,2,3,0.5,1
LOS BAEZ,98626,840,BWVI,CUAM,2,0,G,F,0,0,3,3,1,2
LOS BAEZ,98626,850,SHCO,CUAM,5,50,P,S,0,7,3,3,3,1
LOS BAEZ,98626,909,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,3
LOS BAEZ,98626,1227,SHTA,MICONIA SP.,0,0,0,0,0,0,1,3,1,1
LOS BAEZ,98626,1227,SHTA,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,1
LOS BAEZ,98709,834,SHTA,MICONIA SP.,1,1,MG,FU,0,0,1,2,0.5,1
LOS BAEZ,98724,845,BWVI,GUGU,2,5,G,C,0,0,3,3,1,3
LOS BAEZ,98724,900,PRBU,GUGU,0,0,0,0,0,0,2,2,0.5,2
LOS BAEZ,98724,1120,PRTO,CESC,2,2,MG,F,0,0,3,2,0.5,2
LOS BAEZ,98724,1157,BANA,MICONIA SP.,3,5,MG,S,0,0,2,2,1,2
LOS BAEZ,98724,1205,PRBU,MICONIA SP.,2,2,MG,AR,0,0,2,3,0.5,3
LOS BAEZ,98724,1238,DESC,MICONIA SP.,2,2,MG,S,0,0,1,3,0.5,3
LOS BAEZ,98728,910,PRBU,GUGU,3,30,M,S,4,0,2,2,2,2
LOS BAEZ,98728,917,PRBU,GUGU,4,8,M,S,3,0,2,3,5,2
LOS BAEZ,98728,920,PRBU,MICONIA SP.,2,0,MG,S,0,0,1,3,1,1
LOS BAEZ,98728,936,SHTA,MICONIA SP.,2,0,MG,FU,0,0,2,3,1,1
LOS BAEZ,98728,1109,PRBU,GUGU,1,1,"P,R",S,1,0,2,3,1,1
LOS BAEZ,98729,846,PRBU,INVE,1,13,M,AB,0,1,3,3,2,1
LOS BAEZ,98729,934,PRBU,GUGU,1,1,0,AB,1,0,2,3,0.5,1
LOS BAEZ,98729,1001,PRBU,GUGU,1,2,P,AB,0,0,3,2,8,3
LOS BAEZ,98729,1202,SHTA,TOHI,1,1,0,AB,0,0,2,2,1,1
LOS BAEZ,98729,1210,BWVI,GUGU,1,1,G,S,0,0,3,3,1.5,1
LOS BAEZ,98803,848,SHTA,MICONIA SP.,0,0,0,0,0,0,2,3,0.5,2
LOS BAEZ,98803,902,RLTH,CESC,1,1,G,F,0,0,3,3,0.5,0
LOS BAEZ,98803,958,PRBU,GUGU,1,0,R,0,1,0,3,2,2,1
LOS BAEZ,98803,1031,SHTA,MICONIA SP.,1,0,MG,FU,0,0,1,3,0.5,1
LOS BAEZ,98803,1105,SHTA,MICONIA SP.,2,0,MG,S,0,0,2,3,0.5,1
LOS BAEZ,98803,1109,SHTA,PSBE,1,0,MG,AB,0,0,1,3,0.5,1
LOS BAEZ,98803,1142,SHTA,MICONIA SP.,2,0,MG,S,0,0,2,3,0.5,2
LOS BAEZ,98803,1143,SHTA,MICONIA SP.,1,0,MG,S,0,0,2,3,2,1
LOS BAEZ,98806,739,SHTA,MICONIA SP.,1,0,0,S,0,0,1,3,0.5,1
LOS BAEZ,98806,910,SHTA,DEAR,1,0,0,0,0,0,1,3,0.5,1
LOS BAEZ,98806,954,PRBU,GUGU,2,4,"P,R",S,1,0,2,2,1.5,1
LOS BAEZ,98806,1005,SHTA,MICONIA SP.,1,0,MG,F,0,0,1,3,0.5,1
LOS BAEZ,98806,1209,PRBU,PSBE,13,20,M,FU,0,1,1,3,3,1
LOS BAEZ,98831,750,BFGR,CESC,1,2,0,S,0,0,3,2,0.5,2
LOS BAEZ,98831,815,BWVI,SCMO,1,5,0,S,0,0,3,2,0.5,3
LOS BAEZ,98831,835,PRBU,MICONIA SP.,4,4,MG,S,0,0,1,2,0.5,3
LOS BAEZ,98831,906,PRBU,GUGU,1,1,MG,S,0,0,3,2,0.5,3
LOS BAEZ,98831,925,BWVI,BICO,1,1,MG,S,0,0,3,2,0.5,2
LOS BAEZ,98831,948,BWVI,BICO,1,2,MG,S,0,0,3,2,0.5,3
LOS BAEZ,98831,1030,PRBU,MICONIA SP.,2,2,G,S,0,0,1,2,0.5,3
LOS BAEZ,98831,1138,PRBU,MICONIA SP.,1,1,G,S,0,0,1,2,0.5,3
LOS BAEZ,98901,1003,PRBU,ANSC,10,0,M,AB,0,0,2,1,1,1
LOS BAEZ,98901,1006,SHTA,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,2
LOS BAEZ,98901,1006,SHTA,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,2
LOS BAEZ,98901,1131,SHTA,MICONIA SP.,1,0,MG,S,0,0,1,3,4,2
LOS BAEZ,98901,1146,PRBU,MICONIA SP.,1,0,MG,S,0,0,1,3,15,2
LOS BAEZ,98903,728,BANA,CESC,1,4,MG,S,0,0,3,1,0.5,3
LOS BAEZ,98903,1039,PETH,MICONIA SP.,4,0,G,S,0,0,2,3,2,3
LOS BAEZ,98904,759,ANEU,PH SP.,6,6,MG,S,0,0,2,1,1.5,1
LOS BAEZ,98908,808,PETH,CESC,1,3,G,F,0,0,2,3,1,1
LOS BAEZ,98908,929,PRBU,CESC,1,1,MG,F,0,0,2,3,0.5,2
LOS BAEZ,98908,1037,SHTA,PSBE,2,0,MG,AB,0,0,1,3,1.5,1
LOS BAEZ,98908,1037,SHTA,PSBE,1,0,MG,AB,0,0,1,3,1.5,1
LOS BAEZ,98915,700,SHTA,MYSP,1,0,MG,F,0,0,2,0,0.5,1
LOS BAEZ,98915,936,SHTA,MYSP,2,0,MG,F,0,0,2,0,1,2
LOS BAEZ,98915,1005,SNPI,BYCO,0,0,0,0,0,0,3,3,5,3
LOS BAEZ,98915,1005,SNPI,BYCO,0,0,0,0,0,0,3,3,5,3
LOS BAEZ,98915,1005,SNPI,BYCO,0,0,0,0,0,0,3,3,5,3
RIO ABAJO,97567,700,SHTA,GUFR,2,0,MG,S,0,0,0,0,1,0
RIO ABAJO,97567,710,SHTA,MICONIA SP.,3,0,MG,S,0,0,1,3,0.5,1
RIO ABAJO,97567,720,SHTA,MICONIA SP.,3,0,MG,S,0,0,1,3,1,1
RIO ABAJO,981019,700,SHTA,MICONIA SP.,2,0,MG,S,0,0,1,3,1,1
RIO ABAJO,981020,135,SHTA,ROBO,2,4,P,S,0,0,3,1,2,0
TABONUCO,981006,755,SHTA,MYSP,3,0,MG,0,0,0,2,3,0,0
TABONUCO,981006,759,SHTA,MYSP,1,0,MG,0,0,0,2,3,0,0
TABONUCO,981006,822,PRTA,MYSP,2,0,MG,0,0,0,0,0,0,0
TABONUCO,981006,1120,SHTA,CESC,2,28,MG,AB,0,0,3,3,4,2
TABONUCO,981006,1127,SHTA,CESC,1,16,MG,S,0,0,0,0,0,0
TABONUCO,981006,1135,ANEU,ANSC,5,0,MG,S,0,0,1,1,1,1
TABONUCO,981007,742,SHTA,MYSP,4,0,MG,AR,0,0,2,3,0,0
TABONUCO,981007,824,SHTA,COAR,1,9,P,C,0,0,1,3,0,0
TABONUCO,981007,902,PRTA,MICONIA SP.,1,0,MG,FU,0,0,1,2,0,0
TALLONAL,34363,1145,SNPI,CODI,0,0,0,0,0,0,0,0,0,0
TALLONAL,34363,1145,SNPI,CODI,0,0,0,0,0,0,0,0,0,0
TALLONAL,97602,735,BWVI,CLRO,1,0,G,C,0,0,3,2,0,0
TALLONAL,97602,641,PRBU,GUGU,1,0,0,AB,0,0,3,3,0,0
TALLONAL,98203,1006,PRBU,BUSI,1,1,MG,S,0,0,3,3,1,1
TALLONAL,98205,1146,PRBU,ALCR,0,0,0,0,0,0,1,3,1,1
TALLONAL,98211,1242,RLTH,CODI,3,0,G,S,0,0,3,2,1,1
TALLONAL,98211,1250,PRBU,FICUS SP.,0,0,0,0,0,0,3,3,1,3
TALLONAL,98211,1255,RLTH,FICUS SP.,0,0,0,0,0,0,3,3,0.5,3
TALLONAL,98212,1057,PRBU,BUSI,2,3,MG,AB,0,3,2,3,2.5,2
TALLONAL,98212,1057,PRBU,BUSI,1,1,G,S,0,0,2,3,2.5,2
TALLONAL,98212,1122,PRBU,BUSI,3,3,G,AB,0,2,2,3,1,1
TALLONAL,98217,800,PRBU,ANSC,1,5,P,FU,0,0,2,2,0,0
TALLONAL,98226,804,PRBU,CODI,1,0,R,0,1,0,2,2,0.5,2
TALLONAL,98226,1019,PRBU,BUSI,1,3,G,AB,0,0,2,2,1.5,2
TALLONAL,98226,1022,PRBU,BUSI,2,4,0,AB,0,0,2,2,0.5,1
TALLONAL,98226,1123,BWVI,BUSI,3,0,G,S,0,0,2,2,0.5,1
TALLONAL,98226,1211,RLTH,OCCO,2,0,G,F,0,0,3,3,2,3
TALLONAL,98304,916,PRBU,ROBO,7,9,G,AB,3,0,2,2,3,0
TALLONAL,98304,1000,PRBU,COGL,1,1,MG,AB,0,0,1,1,0.5,3
TALLONAL,98309,954,BWVI,CLRO,1,5,G,C,0,0,3,3,1,0
TALLONAL,98309,1204,PRBU,CAEL,1,0,M,0,0,0,3,3,4,0
TALLONAL,98316,841,PRBU,CAEL,1,0,M,0,1,0,3,2,0,3
TALLONAL,98316,905,PRBU,COGL,1,0,M,S,0,0,1,3,0.5,1
TALLONAL,98316,906,PRBU,COGL,2,0,M,FU,0,0,1,3,1,1
TALLONAL,98316,1001,BANA,CLRO,1,1,P,C,0,0,3,3,0.5,0
TALLONAL,98316,1005,BANA,CLRO,1,9,P,AB,0,0,2,3,1.5,2
TALLONAL,98316,1008,RLTH,CLRO,1,4,G,C,0,0,2,3,1,3
TALLONAL,98316,1010,BWVI,CLRO,1,2,G,AR,0,0,3,3,1,0
TALLONAL,98316,1015,BWVI,CLRO,1,0,0,0,0,0,3,3,0.5,0
TALLONAL,98316,1124,BWVI,CLRO,2,5,G,AR,0,0,3,3,1,0
TALLONAL,98316,1129,RLTH,CLRO,1,0,0,0,0,0,3,3,1,2
TALLONAL,98316,841,PRBU,CAEL,1,0,M,0,1,0,3,2,0,3
TALLONAL,98316,905,PRBU,COGL,1,0,M,S,0,0,1,3,0.5,1
TALLONAL,98316,906,PRBU,COGL,2,0,M,FU,0,0,1,3,1,1
TALLONAL,98316,1001,BANA,CLRO,1,1,P,C,0,0,3,3,0.5,0
TALLONAL,98316,1005,BANA,CLRO,1,9,P,AB,0,0,2,3,1.5,2
TALLONAL,98316,1008,RLTH,CLRO,1,4,G,C,0,0,2,3,1,3
TALLONAL,98316,1010,BWVI,CLRO,1,2,G,AR,0,0,3,3,1,0
TALLONAL,98316,1015,BWVI,CLRO,1,0,0,0,0,0,3,3,0.5,0
TALLONAL,98316,1124,BWVI,CLRO,2,5,G,AR,0,0,3,3,1,0
TALLONAL,98316,1129,RLTH,CLRO,1,0,0,0,0,0,3,3,1,0
TALLONAL,98323,832,PRBU,GUGU,0,0,0,0,0,0,2,2,1,3
TALLONAL,98323,904,RLTH,CLRO,1,16,G,AR,0,0,3,2,1.5,1
TALLONAL,98323,1114,PRBU,CAEL,2,7,M,S,4,0,3,2,2,1
TALLONAL,98323,1141,PRBU,GUGU,2,1,M,S,0,0,3,2,2,0
TALLONAL,98329,856,PRBU,CLRO,1,3,G,S,0,0,3,2,1.5,3
TALLONAL,98329,930,PRBU,TERE,1,1,MG,S,0,0,2,2,0.5,2
TALLONAL,98329,1007,RLTH,LIBR,3,3,MG,S,0,0,3,2,1.5,0
TALLONAL,98330,927,RLTH,CLRO,0,0,0,0,0,0,3,2,0.5,1
TALLONAL,98330,927,RLTH,CLRO,0,0,0,0,0,0,3,2,0.5,1
TALLONAL,98330,1217,BWVI,CLRO,1,2,P,C,0,0,2,3,0.5,1
TALLONAL,98330,1000,PRBU,COGL,2,0,R,0,2,0,2,2,1,0
TALLONAL,98330,1030,PRBU,CAEL,4,0,M,0,4,0,3,3,0,0
TALLONAL,98427,951,RLTH,CLRO,0,0,0,0,0,0,3,3,1,1
TALLONAL,98427,1144,PRBU,CLRO,1,0,0,0,0,0,3,3,1,1
TALLONAL,98507,940,RLTH,CAEL,1,4,G,S,0,0,3,2,0.5,3
TALLONAL,98507,941,RLTH,CLRO,0,0,0,0,0,0,3,2,0.5,3
TALLONAL,98507,1042,PRBU,CLRO,1,0,P,S,0,0,3,2,1.5,1
TALLONAL,98507,1110,PRBU,CAGU,1,1,P,S,0,0,1,3,0.5,0
TALLONAL,98507,1216,PRBU,CAGU,1,2,MG,AB,0,0,1,2,1,1
TALLONAL,98512,1123,BWVI,CLRO,1,0,0,0,0,0,3,3,0.5,2
TALLONAL,98512,1145,BWVI,CLRO,1,1,P,0,0,0,3,3,0.5,1
TALLONAL,98604,819,PRBU,CLRO,1,6,MG,AR,1,0,2,3,1,3
TALLONAL,98611,746,PRBU,ZAMA,1,0,M,S,0,0,3,3,1,0
TALLONAL,98618,645,PRBU,CLRO,1,4,MG,AR,0,0,3,2,0.5,3
TALLONAL,98622,1055,BWVI,TOLA,3,0,G,F,0,0,3,3,1,2
TALLONAL,98622,1055,BWVI,TOLA,2,0,G,S,0,0,3,3,0.5,2
TALLONAL,98629,953,BWVI,GUSC,3,0,G,S,0,0,3,3,0.5,1
TALLONAL,98629,1059,PRBU,CLRO,2,5,M,AR,2,0,3,2,1,2
TALLONAL,98904,821,PRBU,PI SP.,1,0,M,0,0,0,3,3,1,3
TALLONAL,98904,1203,ANEU,FICUS SP.,0,0,0,0,0,0,3,3,3,3
TALLONAL,98904,1203,ANEU,FICUS SP.,0,0,0,0,0,0,3,3,3,3
TALLONAL,98904,1232,PRBU,AROB,2,0,M,S,0,0,2,3,1.5,1
TALLONAL,98904,1232,PRBU,AROB,1,0,M,S,0,0,2,3,1.5,1
TATO,97529,950,PRBU,TERE,1,1,P,FU,0,0,0,0,0.5,0
TATO,97567,815,BWVI,CLRO,3,1,G,FU,0,0,2,3,0.5,1
TATO,97567,816,BWVI,CLRO,2,1,G,FU,0,0,2,3,0.5,1
TATO,97567,820,BWVI,INVE,1,0,P,AB,0,0,3,3,0.5,2
TATO,97567,700,BWVI,GUGU,1,1,G,FU,0,0,2,3,1,1
TATO,97567,825,BWVI,CLRO,1,3,G,AR,0,0,3,3,1,1
TATO,97567,812,BWVI,GUGU,2,2,G,AB,0,0,3,3,1,1
TATO,97567,920,BWVI,CLRO,1,1,G,C,0,0,3,3,0.5,1
TATO,97567,1110,PRBU,GUGU,3,0,G,AB,0,0,3,3,0.5,1
TATO,97567,854,PRBU,THOC,9,0,MG,FU,0,0,3,3,1.5,1
TATO,97567,747,PRBU,CLRO,1,3,M,AR,1,0,2,3,2,1
TATO,97567,851,PRBU,PEDO,3,0,0,S,2,0,0,0,0.5,0
TATO,97710,750,PRBU,GUGU,2,2,M,AB,2,0,2,2,0,1
TATO,97710,810,PRBU,GUGU,3,4,M,AB,3,0,2,2,3,3
ZUMBADOR,981007,800,PRTA,INVE,1,2,P,AB,0,1,3,3,0,0
ZUMBADOR,981007,847,SHTA,SCMO,2,3,MG,AB,0,0,3,3,0,0
ZUMBADOR,981007,900,SHTA,SCMO,4,6,MG,AB,0,0,3,3,0,0
TALLONAL,981027,938,SNPI,ROBO,0,0,0,C,0,0,3,1,0.5,2
TALLONAL,981027,938,SNPI,ROBO,0,0,0,C,0,0,3,1,0.5,2
TALLONAL,981027,938,SNPI,ROBO,0,0,0,C,0,0,3,1,0.5,2
TALLONAL,981027,1000,RLTH,ROBO,1,0,G,F,0,0,3,0,0.5,2
TALLONAL,981027,1030,SNPI,ROBO,0,0,0,S,0,0,3,1,0.5,0
JOSE COLON,981029,1031,SHTA,AROB,1,0,MG,S,0,0,2,3,0.5,2
JOSE COLON,981029,1031,RLTH,ROBO,2,0,G,F,0,0,3,0,0.5,0
TALLONAL,981104,834,PRBU,AROB,1,0,M,S,0,0,3,3,1,1
TALLONAL,981104,951,SHTA,TERE,5,0,M,S,5,0,3,3,1,1
TALLONAL,981104,1000,SNPI,ROBO,0,0,0,0,0,0,0,0,0,0
TALLONAL,981104,1158,RLTH,ROBO,0,0,0,0,0,0,0,0,0,0
TALLONAL,981109,1035,SNPI,ROBO,0,0,0,0,0,0,3,1,0,2
TALLONAL,981109,1059,SNPI,ROBO,0,0,0,0,0,0,3,1,5,3
TALLONAL,981109,1109,GRKI,ROBO,1,0,G,F,0,0,3,0,0.5,1
TALLONAL,981109,1111,RLTH,ROBO,4,0,G,F,0,0,3,1,1,0
TALLONAL,981109,1111,RLTH,ROBO,10,0,G,F,0,0,3,1,3,1
LOS BAEZ,981117,725,SHTA,MYSP,5,0,MG,AB,0,0,2,3,2,1
CIALITOS,981123,830,SHTA,COAR,1,4,P,S,0,0,1,3,1,2
