site,Treatment,plant_sp,plant_id,Treat2,branching,avg.dbh.mm
05PF1,All,Casearia_sylvestris,CasSyl62v,Hetero.All,2,180.1903523
05PF1,All,Casearia_sylvestris,CasSyl63v,Hetero.All,3,139.7055603
05PF1,All,Casearia_sylvestris,CasSyl64v,Hetero.All,1,940.3138985
05PF1,All,Celtis_iguanaea,CelIgu63v,Hetero.All,1,207.544266
05PF1,All,Celtis_iguanaea,CelIgu64v,Hetero.All,2,83.6983485
05PF1,All,Celtis_iguanaea,CelIgu65v,Hetero.All,2,112.8384905
05PF1,All,Celtis_iguanaea,CelIgu66v,Hetero.All,1,577.363104
05PF1,All,Trema_micrantha,TreMic49v,Hetero.All,1,3031.182986
05PF1,All,Trema_micrantha,TreMic60v,Hetero.All,1,4385.063066
05PF1,All,Trema_micrantha,TreMic62v,Hetero.All,1,4970.137147
05PF1,All,Trema_micrantha,TreMic63v,Hetero.All,1,2563.008986
05PF1,CapBac,Capsicum_baccatum,CapBac47a,Intra,1,360.5072465
05PF1,CapBac,Capsicum_baccatum,CapBac48a,Intra,1,1670.461867
05PF1,CapBac,Capsicum_baccatum,CapBac49a,Intra,1,435.732776
05PF1,CapBac,Capsicum_baccatum,CapBac50a,Intra,1,1056.156584
05PF1,CapBac&CasDec,Capsicum_baccatum,CapBac91p,Hetero.diff,2,1044.284323
05PF1,CapBac&CasDec,Capsicum_baccatum,CapBac92p,Hetero.diff,1,836.8276625
05PF1,CapBac&CasDec,Capsicum_baccatum,CapBac93p,Hetero.diff,1,146.906784
05PF1,CapBac&CasDec,Capsicum_baccatum,CapBac94p,Hetero.diff,1,99.882144
05PF1,CapBac&CasDec,Casearia_decandra,CasDec74p,Hetero.diff,1,86.216864
05PF1,CapBac&CasDec,Casearia_decandra,CasDec75p,Hetero.diff,1,102.376874
05PF1,CapBac&CasDec,Casearia_decandra,CasDec76p,Hetero.diff,1,86.7111785
05PF1,CapBac&CasDec,Casearia_decandra,CasDec77p,Hetero.diff,1,54.9946665
05PF1,CapBac&CasSyl,Capsicum_baccatum,CapBac46v,Hetero.diff,1,1374.866663
05PF1,CapBac&CasSyl,Capsicum_baccatum,CapBac47v,Hetero.diff,2,991.1631763
05PF1,CapBac&CasSyl,Capsicum_baccatum,CapBac48v,Hetero.diff,4,200.9160204
05PF1,CapBac&CasSyl,Capsicum_baccatum,CapBac49v,Hetero.diff,1,801.3299625
05PF1,CapBac&CasSyl,Casearia_sylvestris,CasSyl58v,Hetero.diff,4,55.22392575
05PF1,CapBac&CasSyl,Casearia_sylvestris,CasSyl59v,Hetero.diff,2,81.24063125
05PF1,CapBac&CasSyl,Casearia_sylvestris,CasSyl60v,Hetero.diff,1,421.790234
05PF1,CapBac&CasSyl,Casearia_sylvestris,CasSyl61v,Hetero.diff,1,1080.48185
05PF1,CapBac&CelIgu,Capsicum_baccatum,CapBac51a,Hetero.diff,1,2294.149626
05PF1,CapBac&CelIgu,Capsicum_baccatum,CapBac52a,Hetero.diff,1,1045.243279
05PF1,CapBac&CelIgu,Capsicum_baccatum,CapBac53a,Hetero.diff,1,1329.904296
05PF1,CapBac&CelIgu,Capsicum_baccatum,CapBac54a,Hetero.diff,1,1914.131754
05PF1,CapBac&CelIgu,Celtis_iguanaea,CelIgu61a,Hetero.diff,1,357.485546
05PF1,CapBac&CelIgu,Celtis_iguanaea,CelIgu62a,Hetero.diff,1,64.8630585
05PF1,CapBac&CelIgu,Celtis_iguanaea,CelIgu63a,Hetero.diff,1,58.4643665
05PF1,CapBac&CelIgu,Celtis_iguanaea,CelIgu64a,Hetero.diff,1,59.2801385
05PF1,CapBac&TreMic,Capsicum_baccatum,CapBac95p,Hetero.diff,1,1239.725066
05PF1,CapBac&TreMic,Capsicum_baccatum,CapBac96p,Hetero.diff,1,921.9298265
05PF1,CapBac&TreMic,Capsicum_baccatum,CapBac97p,Hetero.diff,1,968.230304
05PF1,CapBac&TreMic,Capsicum_baccatum,CapBac98p,Hetero.diff,1,841.447466
05PF1,CapBac&TreMic,Trema_micrantha,TreMic71p,Hetero.diff,1,2834.484359
05PF1,CapBac&TreMic,Trema_micrantha,TreMic72p,Hetero.diff,1,1960.145707
05PF1,CapBac&TreMic,Trema_micrantha,TreMic73p,Hetero.diff,1,2134.084986
05PF1,CapBac&TreMic,Trema_micrantha,TreMic74p,Hetero.diff,1,2315.417239
05PF1,CasDec,Casearia_decandra,CasDec43v,Intra,1,140.534154
05PF1,CasDec,Casearia_decandra,CasDec44v,Intra,1,85.888106
05PF1,CasDec,Casearia_decandra,CasDec45v,Intra,1,80.2364985
05PF1,CasDec,Casearia_decandra,CasDec46v,Intra,1,60.239016
05PF1,CasDec&CasSyl,Casearia_decandra,CasDec64a,Hetero.same,1,136.364234
05PF1,CasDec&CasSyl,Casearia_decandra,CasDec65a,Hetero.same,1,210.8761985
05PF1,CasDec&CasSyl,Casearia_decandra,CasDec66a,Hetero.same,1,233.315816
05PF1,CasDec&CasSyl,Casearia_decandra,CasDec67a,Hetero.same,1,640.303776
05PF1,CasDec&CasSyl,Casearia_sylvestris,CasSyl49a,Hetero.same,1,175.9192065
05PF1,CasDec&CasSyl,Casearia_sylvestris,CasSyl50a,Hetero.same,4,226.9501529
05PF1,CasDec&CasSyl,Casearia_sylvestris,CasSyl51a,Hetero.same,4,268.1592381
05PF1,CasDec&CasSyl,Casearia_sylvestris,CasSyl52a,Hetero.same,3,148.4443897
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec39v,Hetero.diff,1,297.272906
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec40v,Hetero.diff,1,395.994506
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec41v,Hetero.diff,1,139.695146
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec42v,Hetero.diff,1,165.04625
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec68a,Hetero.diff,1,102.0186
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec69a,Hetero.diff,1,137.8165625
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec70a,Hetero.diff,1,61.344296
05PF1,CasDec&CelIgu,Casearia_decandra,CasDec71a,Hetero.diff,1,240.6810785
05PF1,CasDec&CelIgu,Celtis_iguanaea,CelIgu59v,Hetero.diff,1,61.7613665
05PF1,CasDec&CelIgu,Celtis_iguanaea,CelIgu60v,Hetero.diff,1,149.4954
05PF1,CasDec&CelIgu,Celtis_iguanaea,CelIgu62v,Hetero.diff,2,119.6750163
05PF1,CasDec&CelIgu,Celtis_iguanaea,CleIgu61v,Hetero.diff,1,52.1416625
05PF1,CasDec&CelIgu,Trema_micrantha,TreMic69a,Hetero.diff,1,5795.063424
05PF1,CasDec&CelIgu,Trema_micrantha,TreMic70a,Hetero.diff,1,3462.076159
05PF1,CasDec&CelIgu,Trema_micrantha,TreMic71a,Hetero.diff,1,3666.229146
05PF1,CasDec&CelIgu,Trema_micrantha,TreMic72a,Hetero.diff,3,1662.681208
05PF1,CasSyl,Casearia_sylvestris,CasSyl45a,Intra,1,97.5931625
05PF1,CasSyl,Casearia_sylvestris,CasSyl46a,Intra,5,140.240878
05PF1,CasSyl,Casearia_sylvestris,CasSyl47a,Intra,2,221.03245
05PF1,CasSyl,Casearia_sylvestris,CasSyl48a,Intra,3,178.5379665
05PF1,CasSyl&CelIgu,Casearia_sylvestris,CasSyl91p,Hetero.diff,1,1056.732539
05PF1,CasSyl&CelIgu,Casearia_sylvestris,CasSyl92p,Hetero.diff,1,365.9105585
05PF1,CasSyl&CelIgu,Casearia_sylvestris,CasSyl93p,Hetero.diff,3,218.332207
05PF1,CasSyl&CelIgu,Casearia_sylvestris,CasSyl94p,Hetero.diff,1,247.602816
05PF1,CasSyl&CelIgu,Celtis_iguanaea,CelIgu68p,Hetero.diff,1,85.888106
05PF1,CasSyl&CelIgu,Celtis_iguanaea,CelIgu69p,Hetero.diff,1,83.7664865
05PF1,CasSyl&CelIgu,Celtis_iguanaea,CelIgu70p,Hetero.diff,2,37.19899125
05PF1,CasSyl&CelIgu,Celtis_iguanaea,CelIgu71p,Hetero.diff,2,317.3458663
05PF1,CasSyl&TreMic,Casearia_sylvestris,CasSyl95p,Hetero.diff,1,963.2742065
05PF1,CasSyl&TreMic,Casearia_sylvestris,CasSyl96p,Hetero.diff,1,635.827706
05PF1,CasSyl&TreMic,Casearia_sylvestris,CasSyl97p,Hetero.diff,4,66.74181863
05PF1,CasSyl&TreMic,Casearia_sylvestris,CasSyl98p,Hetero.diff,4,599.1727786
05PF1,CasSyl&TreMic,Trema_micrantha,TreMic75p,Hetero.diff,1,2779.09625
05PF1,CasSyl&TreMic,Trema_micrantha,TreMic76p,Hetero.diff,1,3811.412384
05PF1,CasSyl&TreMic,Trema_micrantha,TreMic77p,Hetero.diff,1,4191.291547
05PF1,CasSyl&TreMic,Trema_micrantha,TreMic78p,Hetero.diff,1,2168.604576
05PF1,CelIgu,Celtis_iguanaea,CelIgu55v,Intra,2,25.78462025
05PF1,CelIgu,Celtis_iguanaea,CelIgu56v,Intra,1,124.231274
05PF1,CelIgu,Celtis_iguanaea,CelIgu57v,Intra,2,51.47578625
05PF1,CelIgu,Celtis_iguanaea,CelIgu58v,Intra,2,124.038949
05PF1,CelIgu&TreMic,Celtis_iguanaea,CelIgu57a,Hetero.same,2,37.83327125
05PF1,CelIgu&TreMic,Celtis_iguanaea,CelIgu58a,Hetero.same,2,19.7211625
05PF1,CelIgu&TreMic,Celtis_iguanaea,CelIgu59a,Hetero.same,2,40.2482845
05PF1,CelIgu&TreMic,Celtis_iguanaea,CelIgu60a,Hetero.same,1,61.622186
05PF1,CelIgu&TreMic,Trema_micrantha,TreMic65a,Hetero.same,1,1522.524456
05PF1,CelIgu&TreMic,Trema_micrantha,TreMic66a,Hetero.same,1,1245.972096
05PF1,CelIgu&TreMic,Trema_micrantha,TreMic67a,Hetero.same,1,2495.282954
05PF1,CelIgu&TreMic,Trema_micrantha,TreMic68a,Hetero.same,1,2404.074746
05PF1,TreMic,Trema_micrantha,TreMic61a,Intra,1,2019.426944
05PF1,TreMic,Trema_micrantha,TreMic62a,Intra,1,1097.439499
05PF1,TreMic,Trema_micrantha,TreMic63a,Intra,3,917.108592
05PF1,TreMic,Trema_micrantha,TreMic64a,Intra,1,3220.385963
06PF2,AcnArb,Acnistus_arborescens,AcnArb55p,Intra,1,7731.133416
06PF2,AcnArb,Acnistus_arborescens,AcnArb56p,Intra,2,1817.294233
06PF2,AcnArb,Acnistus_arborescens,AcnArb57p,Intra,1,2383.26785
06PF2,AcnArb,Acnistus_arborescens,AcnArb58p,Intra,2,1167.999145
06PF2,AcnArb&CapBac,Acnistus_arborescens,AcnArb114a,Hetero.same,4,983.5822939
06PF2,AcnArb&CapBac,Acnistus_arborescens,AcnArb115a,Hetero.same,4,783.2020753
06PF2,AcnArb&CapBac,Acnistus_arborescens,AcnArb116a,Hetero.same,2,2127.679857
06PF2,AcnArb&CapBac,Acnistus_arborescens,AcnArb117a,Hetero.same,1,2137.360634
06PF2,AcnArb&CapBac,Capsicum_baccatum,CapBac85a,Hetero.same,1,305.269544
06PF2,AcnArb&CapBac,Capsicum_baccatum,CapBac86a,Hetero.same,3,140.2421863
06PF2,AcnArb&CapBac,Capsicum_baccatum,CapBac87a,Hetero.same,2,111.1865365
06PF2,AcnArb&CapBac,Capsicum_baccatum,CapBac88a,Hetero.same,1,1072.342656
06PF2,AcnArb&CasSyl,Acnistus_arborescens,AcnArb110a,Hetero.diff,2,1851.236298
06PF2,AcnArb&CasSyl,Acnistus_arborescens,AcnArb111a,Hetero.diff,2,1285.571617
06PF2,AcnArb&CasSyl,Acnistus_arborescens,AcnArb112a,Hetero.diff,3,1256.885192
06PF2,AcnArb&CasSyl,Acnistus_arborescens,AcnArb113a,Hetero.diff,1,1747.372634
06PF2,AcnArb&CasSyl,Casearia_sylvestris,CasSyl88a,Hetero.diff,2,248.3941353
06PF2,AcnArb&CasSyl,Casearia_sylvestris,CasSyl89a,Hetero.diff,3,150.9244663
06PF2,AcnArb&CasSyl,Casearia_sylvestris,CasSyl90a,Hetero.diff,1,361.1804625
06PF2,AcnArb&CasSyl,Casearia_sylvestris,CasSyl91a,Hetero.diff,1,467.7407585
06PF2,AcnArb&CelIgu,Acnistus_arborescens,AcnArb40v,Hetero.diff,3,1225.418206
06PF2,AcnArb&CelIgu,Acnistus_arborescens,AcnArb41v,Hetero.diff,1,3800.480474
06PF2,AcnArb&CelIgu,Acnistus_arborescens,AcnArb42v,Hetero.diff,1,3035.086634
06PF2,AcnArb&CelIgu,Acnistus_arborescens,AcnArb43v,Hetero.diff,3,1456.041053
06PF2,AcnArb&CelIgu,Celtis_iguanaea,CelIgu51v,Hetero.diff,2,154.9764663
06PF2,AcnArb&CelIgu,Celtis_iguanaea,CelIgu52v,Hetero.diff,1,644.3456625
06PF2,AcnArb&CelIgu,Celtis_iguanaea,CelIgu53v,Hetero.diff,4,144.0722471
06PF2,AcnArb&CelIgu,Celtis_iguanaea,CelIgu54v,Hetero.diff,2,110.8918083
06PF2,AcnArb&TreMic,Acnistus_arborescens,AcnArb44v,Hetero.diff,3,447.5890235
06PF2,AcnArb&TreMic,Acnistus_arborescens,AcnArb45v,Hetero.diff,2,481.6073125
06PF2,AcnArb&TreMic,Acnistus_arborescens,AcnArb46v,Hetero.diff,1,812.4034865
06PF2,AcnArb&TreMic,Acnistus_arborescens,AcnArb47v,Hetero.diff,2,297.3980743
06PF2,AcnArb&TreMic,Trema_micrantha,TreMic41v,Hetero.diff,1,2803.437216
06PF2,AcnArb&TreMic,Trema_micrantha,TreMic42v,Hetero.diff,1,2318.829163
06PF2,AcnArb&TreMic,Trema_micrantha,TreMic43V,Hetero.diff,1,3800.480474
06PF2,AcnArb&TreMic,Trema_micrantha,TreMic44v,Hetero.diff,1,2471.440699
06PF2,All,Acnistus_arborescens,AcnArb106a,Hetero.All,6,1845.431001
06PF2,All,Acnistus_arborescens,AcnArb107a,Hetero.All,2,2110.397297
06PF2,All,Acnistus_arborescens,AcnArb108a,Hetero.All,3,1874.179886
06PF2,All,Acnistus_arborescens,AcnArb109a,Hetero.All,2,1605.459706
06PF2,All,Capsicum_baccatum,CapBac75a,Hetero.All,1,170.555066
06PF2,All,Capsicum_baccatum,CapBac76a,Hetero.All,1,4263.87665
06PF2,All,Casearia_decandra,CasDec96a,Hetero.All,1,172.6441865
06PF2,All,Casearia_decandra,CasDec97a,Hetero.All,1,81.6714
06PF2,All,Casearia_decandra,CasDec98a,Hetero.All,1,88.0362585
06PF2,All,Casearia_sylvestris,CasSyl51v,Hetero.All,3,490.3564777
06PF2,All,Casearia_sylvestris,CasSyl52v,Hetero.All,1,4113.644999
06PF2,All,Casearia_sylvestris,CasSyl53v,Hetero.All,6,241.8676453
06PF2,All,Casearia_sylvestris,CaSyl50v,Hetero.All,3,581.6826973
06PF2,All,Celtis_iguanaea,CelIgu47v,Hetero.All,2,718.3334433
06PF2,All,Celtis_iguanaea,CelIgu48v,Hetero.All,2,341.9344213
06PF2,All,Celtis_iguanaea,CelIgu49v,Hetero.All,2,37.27811925
06PF2,All,Celtis_iguanaea,CelIgu50v,Hetero.All,2,680.4388243
06PF2,All,Trema_micrantha,TreMic37v,Hetero.All,1,5692.997096
06PF2,All,Trema_micrantha,TreMic38v,Hetero.All,1,3932.699594
06PF2,All,Trema_micrantha,TreMic39V,Hetero.All,1,4356.94625
06PF2,All,Trema_micrantha,TreMic40v,Hetero.All,1,2878.047463
06PF2,All,Trema_micrantha,TreMic101a,Hetero.All,1,1703.943059
06PF2,All,Trema_micrantha,TreMic102a,Hetero.All,1,1094.506346
06PF2,All,Trema_micrantha,TreMic103a,Hetero.All,1,779.905664
06PF2,All,Trema_micrantha,TreMic104a,Hetero.All,1,5801.810107
06PF2,CapBac,Capsicum_baccatum,CapBac81a,Intra,1,1183.598587
06PF2,CapBac,Capsicum_baccatum,CapBac82a,Intra,1,985.954976
06PF2,CapBac,Capsicum_baccatum,CapBac83a,Intra,3,639.8765528
06PF2,CapBac,Capsicum_baccatum,CapBac84a,Intra,1,1264.177267
06PF2,CapBac&CasDec,Capsicum_baccatum,CapBac38v,Hetero.diff,1,1719.3384
06PF2,CapBac&CasDec,Capsicum_baccatum,CapBac39v,Hetero.diff,1,1588.918579
06PF2,CapBac&CasDec,Capsicum_baccatum,CapBac40v,Hetero.diff,1,2908.548167
06PF2,CapBac&CasDec,Capsicum_baccatum,CapBac41v,Hetero.diff,1,1477.232154
06PF2,CapBac&CasDec,Casearia_decandra,CasDec35v,Hetero.diff,1,137.4008265
06PF2,CapBac&CasDec,Casearia_decandra,CasDec36v,Hetero.diff,1,158.0645385
06PF2,CapBac&CasDec,Casearia_decandra,CasDec37v,Hetero.diff,1,226.331514
06PF2,CapBac&CasDec,Casearia_decandra,CasDec38v,Hetero.diff,1,174.27785
06PF2,CapBac&CasSyl,Capsicum_baccatum,CapBac83p,Hetero.diff,1,2213.39385
06PF2,CapBac&CasSyl,Capsicum_baccatum,CapBac84p,Hetero.diff,3,1290.803184
06PF2,CapBac&CasSyl,Capsicum_baccatum,CapBac85p,Hetero.diff,1,847.626986
06PF2,CapBac&CasSyl,Capsicum_baccatum,CapBac86p,Hetero.diff,1,324.766746
06PF2,CapBac&CasSyl,Casearia_sylvestris,CasSyl79p,Hetero.diff,2,143.4416763
06PF2,CapBac&CasSyl,Casearia_sylvestris,CasSyl80p,Hetero.diff,1,2517.461167
06PF2,CapBac&CasSyl,Casearia_sylvestris,CasSyl81p,Hetero.diff,1,2359.968187
06PF2,CapBac&CasSyl,Casearia_sylvestris,CasSyl82p,Hetero.diff,2,1203.467839
06PF2,CapBac&CelIgu,Capsicum_baccatum,CapBac87p,Hetero.diff,4,333.480717
06PF2,CapBac&CelIgu,Capsicum_baccatum,CapBac88p,Hetero.diff,1,1093.920187
06PF2,CapBac&CelIgu,Capsicum_baccatum,CapBac89p,Hetero.diff,1,2301.794663
06PF2,CapBac&CelIgu,Capsicum_baccatum,CapBac90p,Hetero.diff,2,228.8710283
06PF2,CapBac&CelIgu,Celtis_iguanaea,CelIgu59p,Hetero.diff,2,860.452002
06PF2,CapBac&CelIgu,Celtis_iguanaea,CelIgu60p,Hetero.diff,2,288.8128825
06PF2,CapBac&CelIgu,Celtis_iguanaea,CelIgu61p,Hetero.diff,1,2499.710747
06PF2,CapBac&CelIgu,Celtis_iguanaea,CelIgu62p,Hetero.diff,2,649.1463693
06PF2,CapBac&TreMic,Capsicum_baccatum,Capbac77a,Hetero.diff,1,1569.202519
06PF2,CapBac&TreMic,Capsicum_baccatum,CapBac78a,Hetero.diff,3,352.7290217
06PF2,CapBac&TreMic,Capsicum_baccatum,CapBac79a,Hetero.diff,1,1800.359899
06PF2,CapBac&TreMic,Capsicum_baccatum,CapBac80a,Hetero.diff,1,1604.496119
06PF2,CapBac&TreMic,Trema_micrantha,TreMic105a,Hetero.diff,1,5124.9824
06PF2,CapBac&TreMic,Trema_micrantha,TreMic106a,Hetero.diff,1,1946.8314
06PF2,CapBac&TreMic,Trema_micrantha,TreMic107a,Hetero.diff,2,2917.282705
06PF2,CapBac&TreMic,Trema_micrantha,TreMic108a,Hetero.diff,1,1909.482984
06PF2,CasDec,Casearia_decandra,CasDec99a,Intra,1,28.828026
06PF2,CasDec,Casearia_decandra,CasDec100a,Intra,1,79.6028465
06PF2,CasDec,Casearia_decandra,CasDec101a,Intra,1,50.1144785
06PF2,CasDec,Casearia_decandra,CasDec102a,Intra,1,142.8543785
06PF2,CasDec&CasSyl,Casearia_decandra,CasDec70p,Hetero.same,1,71.8941465
06PF2,CasDec&CasSyl,Casearia_decandra,CasDec71p,Hetero.same,1,268.9567785
06PF2,CasDec&CasSyl,Casearia_decandra,CasDec72p,Hetero.same,1,153.420714
06PF2,CasDec&CasSyl,Casearia_decandra,CasDec73p,Hetero.same,1,85.0689585
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl54v,Hetero.same,4,303.4872996
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl55v,Hetero.same,1,258.5966625
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl56v,Hetero.same,1,713.5826625
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl87p,Hetero.same,2,469.0168153
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl88p,Hetero.same,1,1512.85985
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl89p,Hetero.same,1,1086.3144
06PF2,CasDec&CasSyl,Casearia_sylvestris,CasSyl90p,Hetero.same,1,694.307066
06PF2,CasDec&CasSyl,Casearia_sylvestris,CaSyl57v,Hetero.same,1,157.6192865
06PF2,CasDec&CelIgu,Casearia_decandra,CasDec34v,Hetero.diff,1,108.933194
06PF2,CasDec&CelIgu,Casearia_decandra,CasDec92a,Hetero.diff,1,162.5515985
06PF2,CasDec&CelIgu,Casearia_decandra,CasDec93a,Hetero.diff,1,94.295456
06PF2,CasDec&CelIgu,Casearia_decandra,CasDec94a,Hetero.diff,1,127.411466
06PF2,CasDec&CelIgu,Casearia_decandra,CasDec95a,Hetero.diff,1,109.3034
06PF2,CasDec&CelIgu,Celtis_iguanaea,CelIgu43v,Hetero.diff,1,131.849856
06PF2,CasDec&CelIgu,Celtis_iguanaea,CelIgu44v,Hetero.diff,1,937.0564625
06PF2,CasDec&CelIgu,Celtis_iguanaea,CelIgu45v,Hetero.diff,2,989.855641
06PF2,CasDec&CelIgu,Celtis_iguanaea,CelIgu46v,Hetero.diff,2,1216.424853
06PF2,CasDec&CelIgu,Trema_micrantha,TreMic97a,Hetero.diff,1,3412.210447
06PF2,CasDec&CelIgu,Trema_micrantha,TreMic98a,Hetero.diff,1,1498.420639
06PF2,CasDec&CelIgu,Trema_micrantha,TreMic99a,Hetero.diff,1,2880.900074
06PF2,CasDec&CelIgu,Trema_micrantha,TreMic100a,Hetero.diff,2,734.9564463
06PF2,CasSyl&CelIgu,Casearia_sylvestris,CasSyl83p,Hetero.diff,2,1056.095119
06PF2,CasSyl&CelIgu,Casearia_sylvestris,CasSyl84p,Hetero.diff,3,682.9637375
06PF2,CasSyl&CelIgu,Casearia_sylvestris,CasSyl85p,Hetero.diff,6,290.1983683
06PF2,CasSyl&CelIgu,Casearia_sylvestris,CasSyl86p,Hetero.diff,1,1671.186186
06PF2,CasSyl&CelIgu,Celtis_iguanaea,CelIgu55p,Hetero.diff,3,158.1984333
06PF2,CasSyl&CelIgu,Celtis_iguanaea,CelIgu56p,Hetero.diff,3,284.2513522
06PF2,CasSyl&CelIgu,Celtis_iguanaea,CelIgu57p,Hetero.diff,2,879.0331483
06PF2,CasSyl&CelIgu,Celtis_iguanaea,CelIgu58p,Hetero.diff,2,1028.3029
06PF2,CasSyl&TreMic,Casearia_sylvestris,CasSyl46v,Hetero.diff,1,384.096104
06PF2,CasSyl&TreMic,Casearia_sylvestris,CasSyl47v,Hetero.diff,3,267.7650962
06PF2,CasSyl&TreMic,Casearia_sylvestris,CasSyl49v,Hetero.diff,5,338.2891717
06PF2,CasSyl&TreMic,Casearia_sylvestris,CaSyl48v,Hetero.diff,3,370.117452
06PF2,CasSyl&TreMic,Trema_micrantha,TreMic33V,Hetero.diff,1,4362.796463
06PF2,CasSyl&TreMic,Trema_micrantha,TreMic34v,Hetero.diff,1,7678.24985
06PF2,CasSyl&TreMic,Trema_micrantha,TreMic35v,Hetero.diff,1,3100.846163
06PF2,CasSyl&TreMic,Trema_micrantha,TreMic36v,Hetero.diff,1,4686.962527
06PF2,CelIgu,Celtis_iguanaea,CelIgu89a,Intra,2,161.5174003
06PF2,CelIgu,Celtis_iguanaea,CelIgu90a,Intra,1,198.7055585
06PF2,CelIgu,Celtis_iguanaea,CelIgu91a,Intra,3,167.3498848
06PF2,CelIgu,Celtis_iguanaea,CelIgu92a,Intra,2,120.1760425
06PF2,CelIgu&TreMic,Celtis_iguanaea,CelIgu63p,Hetero.same,2,16.05909825
06PF2,CelIgu&TreMic,Celtis_iguanaea,CelIgu64p,Hetero.same,1,121.2863465
06PF2,CelIgu&TreMic,Celtis_iguanaea,CelIgu65p,Hetero.same,1,41.4895265
06PF2,CelIgu&TreMic,Celtis_iguanaea,CelIgu66p,Hetero.same,1,42.523136
06PF2,CelIgu&TreMic,Celtis_iguanaea,CelIgu67p,Hetero.same,3,46.65299483
06PF2,CelIgu&TreMic,Trema_micrantha,TreMic67p,Hetero.same,1,1720.073239
06PF2,CelIgu&TreMic,Trema_micrantha,TreMic68p,Hetero.same,1,2916.198463
06PF2,CelIgu&TreMic,Trema_micrantha,TreMic69p,Hetero.same,1,6208.207747
06PF2,CelIgu&TreMic,Trema_micrantha,TreMic70p,Hetero.same,1,2406.681967
07ZM,AcnArb,Acnistus_arborescens,AcnArb41a,Intra,3,486.3580017
07ZM,AcnArb,Acnistus_arborescens,AcnArb42a,Intra,2,1712.953563
07ZM,AcnArb,Acnistus_arborescens,AcnArb43a,Intra,2,3264.347533
07ZM,AcnArb,Acnistus_arborescens,AcnArb44a,Intra,4,1517.230495
07ZM,AcnArb&CapBac,Acnistus_arborescens,AcnArb45a,Hetero.same,2,864.4430205
07ZM,AcnArb&CapBac,Acnistus_arborescens,AcnArb46a,Hetero.same,3,1295.324575
07ZM,AcnArb&CapBac,Acnistus_arborescens,AcnArb47a,Hetero.same,3,814.7988355
07ZM,AcnArb&CapBac,Acnistus_arborescens,AcnArb48a,Hetero.same,3,840.374685
07ZM,AcnArb&CapBac,Capsicum_baccatum,CapBac33a,Hetero.same,5,298.9556791
07ZM,AcnArb&CapBac,Capsicum_baccatum,CapBac34a,Hetero.same,1,1650.244663
07ZM,AcnArb&CapBac,Capsicum_baccatum,CapBac35a,Hetero.same,1,1480.639447
07ZM,AcnArb&CapBac,Capsicum_baccatum,CapBac36a,Hetero.same,1,669.7809185
07ZM,AcnArb&CasDec,Acnistus_arborescens,AcnArb33a,Hetero.diff,2,1885.925487
07ZM,AcnArb&CasDec,Acnistus_arborescens,AcnArb34a,Hetero.diff,2,778.927554
07ZM,AcnArb&CasDec,Acnistus_arborescens,AcnArb35a,Hetero.diff,2,972.289225
07ZM,AcnArb&CasDec,Acnistus_arborescens,AcnArrb36a,Hetero.diff,3,897.8265323
07ZM,AcnArb&CasDec,Casearia_decandra,CasDec40a,Hetero.diff,1,47.027466
07ZM,AcnArb&CasDec,Casearia_decandra,CasDec41a,Hetero.diff,1,226.865
07ZM,AcnArb&CasDec,Casearia_decandra,CasDec42a,Hetero.diff,1,141.1650585
07ZM,AcnArb&CasDec,Casearia_decandra,CasDec43a,Hetero.diff,1,134.5082585
07ZM,AcnArb&CasSyl,Acnistus_arborescens,AcnArb36p,Hetero.diff,2,695.7075453
07ZM,AcnArb&CasSyl,Acnistus_arborescens,AcnArb37p,Hetero.diff,1,3901.64625
07ZM,AcnArb&CasSyl,Acnistus_arborescens,AcnArb38p,Hetero.diff,1,5389.636986
07ZM,AcnArb&CasSyl,Acnistus_arborescens,AcnArb39p,Hetero.diff,2,1427.950561
07ZM,AcnArb&CasSyl,Casearia_sylvestris,CasSyl48p,Hetero.diff,5,174.7511422
07ZM,AcnArb&CasSyl,Casearia_sylvestris,CasSyl49p,Hetero.diff,3,219.1076823
07ZM,AcnArb&CasSyl,Casearia_sylvestris,CasSyl50p,Hetero.diff,1,1886.323914
07ZM,AcnArb&CasSyl,Casearia_sylvestris,CasSyl51p,Hetero.diff,1,1240.349063
07ZM,AcnArb&CelIgu,Acnistus_arborescens,AcnArb32p,Hetero.diff,1,2505.029279
07ZM,AcnArb&CelIgu,Acnistus_arborescens,AcnArb33p,Hetero.diff,1,4747.815727
